"2022/04  Daily Trading Value/Volume of 1477 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2022/04/01","999,978","204,733,880","204.50","206.50","200.50","206.50","+1.00","707",
"2022/04/06","1,977,804","405,070,049","206.00","208.00","200.00","207.00","+0.50","1,421",
"2022/04/07","2,335,428","473,429,437","204.00","207.00","200.00","200.50","-6.50","1,686",
"2022/04/08","1,024,920","205,398,495","200.50","201.50","198.50","201.00","+0.50","755",
"2022/04/11","1,451,311","286,355,555","201.00","201.00","195.00","195.00","-6.00","1,219",
"2022/04/12","1,619,301","311,278,853","193.00","195.00","190.00","191.50","-3.50","1,044",
"2022/04/13","2,164,949","416,393,692","192.00","196.00","190.50","192.00","+0.50","1,541",
"2022/04/14","1,944,022","358,883,356","185.00","185.50","181.50","183.00","X0.00","1,533",
"2022/04/15","1,728,146","304,332,761","182.50","182.50","174.00","175.00","-8.00","1,877",
"2022/04/18","3,752,315","645,078,505","175.50","175.50","169.50","172.00","-3.00","2,361",
"2022/04/19","1,725,767","301,200,647","173.00","177.00","172.00","175.50","+3.50","1,265",
"2022/04/20","3,213,660","553,483,841","174.00","175.50","170.00","174.00","-1.50","2,167",
"2022/04/21","4,706,105","876,960,563","179.00","190.50","177.00","190.50","+16.50","3,341",
"2022/04/22","4,719,085","892,904,698","189.00","194.00","185.00","189.50","-1.00","5,273",
"2022/04/25","2,066,246","371,139,795","184.00","184.00","177.50","180.00","-9.50","2,560",
"2022/04/26","2,314,522","426,347,776","180.00","187.50","180.00","185.50","+5.50","1,537",
"2022/04/27","1,463,694","261,331,907","180.00","180.00","176.00","179.50","-6.00","1,607",
"2022/04/28","739,195","132,341,277","179.50","181.00","176.50","178.00","-1.50","623",
"2022/04/29","2,841,172","520,586,956","179.00","187.50","179.00","183.00","+5.00","1,841",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

