"2016/04 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2016/04/01","3,512,441,617","74,436,466,179","734,759","8,657.55","-87.28",
"2016/04/06","4,263,805,995","99,649,801,435","948,232","8,513.30","-144.25",
"2016/04/07","4,325,190,072","85,012,242,354","837,480","8,490.25","-23.05",
"2016/04/08","4,047,158,746","78,914,261,945","783,411","8,541.50","51.25",
"2016/04/11","3,619,493,831","68,897,768,432","705,570","8,562.59","21.09",
"2016/04/12","4,271,104,168","83,753,452,252","844,879","8,531.18","-31.41",
"2016/04/13","4,800,753,162","92,382,932,263","855,055","8,652.08","120.90",
"2016/04/14","4,320,339,298","82,203,414,897","787,098","8,667.71","15.63",
"2016/04/15","3,728,792,198","79,717,512,268","755,854","8,700.39","32.68",
"2016/04/18","3,363,499,191","65,051,346,748","665,225","8,666.01","-34.38",
"2016/04/19","4,134,113,610","81,358,438,759","767,518","8,633.72","-32.29",
"2016/04/20","4,810,411,902","96,785,720,810","966,647","8,514.48","-119.24",
"2016/04/21","3,914,269,493","75,973,585,587","760,525","8,568.65","54.17",
"2016/04/22","3,830,670,213","79,070,599,556","792,676","8,535.75","-32.90",
"2016/04/25","2,931,595,283","56,182,234,555","562,358","8,560.28","24.53",
"2016/04/26","3,346,481,055","62,262,529,206","620,548","8,581.57","21.29",
"2016/04/27","3,487,759,816","68,796,176,444","632,097","8,563.05","-18.52",
"2016/04/28","3,924,535,612","75,136,632,590","717,887","8,473.87","-89.18",
"2016/04/29","3,580,008,782","79,542,764,433","724,482","8,377.90","-95.97",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

