"2016/03 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2016/03/01","4,344,172,230","93,076,019,508","914,162","8,485.69","74.53",
"2016/03/02","5,383,933,146","101,503,867,237","1,022,407","8,544.05","58.36",
"2016/03/03","5,585,659,656","101,457,411,076","1,058,220","8,611.79","67.74",
"2016/03/04","4,963,184,767","95,177,431,173","1,002,782","8,643.55","31.76",
"2016/03/07","4,985,069,930","97,317,441,753","1,044,138","8,659.55","16.00",
"2016/03/08","5,752,490,488","107,338,379,721","1,118,305","8,664.31","4.76",
"2016/03/09","4,873,667,413","87,722,074,364","924,681","8,634.11","-30.20",
"2016/03/10","4,847,234,890","86,979,509,559","912,645","8,660.70","26.59",
"2016/03/11","4,696,453,516","89,618,730,648","932,516","8,706.14","45.44",
"2016/03/14","4,958,111,936","100,745,050,581","1,001,609","8,747.90","41.76",
"2016/03/15","5,749,788,495","116,596,382,075","1,152,022","8,611.18","-136.72",
"2016/03/16","4,940,468,348","95,303,426,426","931,278","8,699.14","87.96",
"2016/03/17","5,640,225,790","110,428,671,229","1,069,422","8,734.54","35.40",
"2016/03/18","5,058,056,953","118,470,664,453","980,140","8,810.71","76.17",
"2016/03/21","4,189,171,268","83,602,377,454","828,164","8,812.70","1.99",
"2016/03/22","4,537,521,519","87,909,107,741","896,141","8,785.68","-27.02",
"2016/03/23","4,146,764,067","83,001,864,735","841,520","8,766.09","-19.59",
"2016/03/24","4,332,890,552","81,028,032,418","828,433","8,743.38","-22.71",
"2016/03/25","3,480,063,136","66,971,897,265","668,084","8,704.97","-38.41",
"2016/03/28","3,632,554,168","69,405,830,918","707,968","8,690.45","-14.52",
"2016/03/29","4,336,733,399","80,354,222,855","863,621","8,617.35","-73.10",
"2016/03/30","4,449,258,360","89,188,136,871","850,273","8,737.04","119.69",
"2016/03/31","4,483,580,039","96,143,315,403","841,211","8,744.83","7.79",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

