"2016/06 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2016/06/01","4,102,121,560","77,190,940,287","782,698","8,597.16","61.57",
"2016/06/02","4,421,236,994","82,188,998,656","791,451","8,556.02","-41.14",
"2016/06/03","3,420,623,169","64,809,532,971","663,124","8,587.36","31.34",
"2016/06/04","1,895,068,731","30,206,861,435","331,442","8,591.57","4.21",
"2016/06/06","3,053,231,196","61,971,449,857","577,384","8,597.11","5.54",
"2016/06/07","3,984,243,487","85,050,278,728","777,187","8,679.90","82.79",
"2016/06/08","3,682,670,146","85,786,188,266","806,517","8,715.48","35.58",
"2016/06/13","3,574,312,269","83,588,012,270","757,737","8,536.22","-179.26",
"2016/06/14","3,125,064,758","63,850,727,683","643,488","8,576.12","39.90",
"2016/06/15","3,593,085,428","72,856,146,856","690,191","8,606.37","30.25",
"2016/06/16","3,709,135,528","72,824,942,425","697,042","8,494.14","-112.23",
"2016/06/17","3,484,588,797","73,109,254,592","681,269","8,568.08","73.94",
"2016/06/20","3,001,039,154","61,725,407,566","637,099","8,625.92","57.84",
"2016/06/21","3,377,528,665","70,549,583,295","684,126","8,684.85","58.93",
"2016/06/22","3,557,068,248","72,954,740,054","698,182","8,716.25","31.40",
"2016/06/23","3,111,999,285","60,884,859,229","605,289","8,676.68","-39.57",
"2016/06/24","5,791,547,248","123,821,946,928","1,096,022","8,476.99","-199.69",
"2016/06/27","3,268,493,657","64,019,527,635","608,355","8,458.87","-18.12",
"2016/06/28","3,822,915,741","73,716,722,894","697,522","8,505.51","46.64",
"2016/06/29","4,531,025,055","83,049,487,440","798,618","8,586.56","81.05",
"2016/06/30","4,831,561,362","95,446,248,784","854,736","8,666.58","80.02",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

