"2016/01 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2016/01/04","3,828,317,506","77,036,676,791","823,702","8,114.26","-223.80",
"2016/01/05","4,174,711,678","80,349,248,930","835,646","8,075.11","-39.15",
"2016/01/06","4,862,380,750","99,143,623,931","944,604","7,990.39","-84.72",
"2016/01/07","5,920,713,736","117,577,039,714","1,151,598","7,852.06","-138.33",
"2016/01/08","4,534,181,205","92,853,774,729","859,799","7,893.97","41.91",
"2016/01/11","4,324,346,686","85,321,943,005","864,273","7,788.42","-105.55",
"2016/01/12","4,774,778,088","86,552,474,918","878,969","7,768.45","-19.97",
"2016/01/13","4,191,855,350","76,588,652,185","785,161","7,824.61","56.16",
"2016/01/14","4,276,900,082","81,779,081,768","843,642","7,742.88","-81.73",
"2016/01/15","4,228,452,132","90,430,983,043","834,866","7,762.01","19.13",
"2016/01/18","4,556,531,786","81,693,572,616","899,532","7,811.18","49.17",
"2016/01/19","4,401,843,015","74,328,444,326","777,581","7,854.88","43.70",
"2016/01/20","4,995,793,415","89,909,264,962","934,145","7,699.12","-155.76",
"2016/01/21","4,228,018,052","73,757,813,283","766,878","7,664.01","-35.11",
"2016/01/22","3,770,515,717","69,411,719,214","735,234","7,756.18","92.17",
"2016/01/25","3,916,387,295","69,661,237,574","721,242","7,894.15","137.97",
"2016/01/26","3,725,690,246","62,349,440,613","663,929","7,828.67","-65.48",
"2016/01/27","3,921,538,073","70,341,506,723","704,137","7,849.83","21.16",
"2016/01/28","4,225,736,859","79,651,114,076","757,225","7,905.10","55.27",
"2016/01/29","5,887,199,015","113,463,518,980","991,000","8,080.60","175.50",
"2016/01/30","4,060,926,553","62,496,769,696","667,653","8,145.21","64.61",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

