"2016/02 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2016/02/01","4,146,109,539","84,881,639,979","810,788","8,156.96","11.75",
"2016/02/02","3,578,769,995","73,811,790,035","762,146","8,131.24","-25.72",
"2016/02/03","3,340,620,656","78,552,943,082","756,916","8,063.00","-68.24",
"2016/02/15","3,701,233,391","89,049,265,308","835,099","8,066.51","3.51",
"2016/02/16","4,888,935,526","92,274,426,133","895,472","8,212.07","145.56",
"2016/02/17","4,533,522,300","84,973,308,024","877,108","8,214.25","2.18",
"2016/02/18","4,700,434,888","96,306,906,424","908,282","8,314.67","100.42",
"2016/02/19","3,786,260,216","76,763,583,732","796,911","8,325.04","10.37",
"2016/02/22","4,117,476,850","76,666,061,454","788,522","8,326.68","1.64",
"2016/02/23","4,282,835,270","79,158,782,479","834,103","8,334.64","7.96",
"2016/02/24","4,172,001,674","72,921,321,301","818,928","8,282.86","-51.78",
"2016/02/25","4,825,333,703","85,369,873,858","893,624","8,365.86","83.00",
"2016/02/26","4,192,508,108","84,825,115,511","814,436","8,411.16","45.30",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

