"2016/01  Daily Trading Value/Volume of 6128 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2016/01/04","25,153","851,321","34.00","34.00","33.60","33.95","-0.05","17",
"2016/01/05","11,200","377,720","33.70","33.90","33.65","33.85","-0.10","12",
"2016/01/06","24,120","816,018","34.00","34.00","33.75","33.90","+0.05","18",
"2016/01/07","24,758","828,868","33.90","33.90","33.00","33.60","-0.30","22",
"2016/01/08","43,728","1,466,388","33.60","33.80","33.00","33.80","+0.20","38",
"2016/01/11","55,453","1,854,745","33.85","33.85","33.30","33.70","-0.10","38",
"2016/01/12","40,548","1,355,997","33.30","33.80","33.20","33.60","-0.10","32",
"2016/01/13","86,120","2,869,320","33.60","33.60","33.00","33.50","-0.10","45",
"2016/01/14","29,005","966,965","33.40","33.45","33.15","33.45","-0.05","25",
"2016/01/15","45,478","1,519,571","33.45","33.45","33.30","33.40","-0.05","25",
"2016/01/18","28,145","938,234","33.45","33.45","33.20","33.40"," 0.00","19",
"2016/01/19","28,402","945,566","33.40","33.40","33.25","33.30","-0.10","21",
"2016/01/20","31,300","1,042,910","33.75","33.75","33.20","33.45","+0.15","20",
"2016/01/21","9,150","306,175","33.40","33.60","33.40","33.60","+0.15","8",
"2016/01/22","24,239","811,358","33.60","33.60","33.30","33.60"," 0.00","18",
"2016/01/25","38,550","1,294,675","33.60","33.85","33.40","33.80","+0.20","30",
"2016/01/26","16,003","537,700","33.90","34.00","33.40","33.80"," 0.00","11",
"2016/01/27","8,851","298,008","33.95","33.95","33.60","33.80"," 0.00","11",
"2016/01/28","20,300","685,644","33.80","33.95","33.60","33.90","+0.10","13",
"2016/01/29","24,723","834,636","33.65","33.90","33.65","33.65","-0.25","24",
"2016/01/30","23,318","788,865","33.85","34.00","33.65","34.00","+0.35","23",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

