"2019/12 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2019/12/02","4,295,183,489","114,881,791,179","979,115","11,502.83","13.26",
"2019/12/03","3,791,301,775","109,779,766,920","901,318","11,531.58","28.75",
"2019/12/04","3,834,439,433","109,493,399,794","892,942","11,510.47","-21.11",
"2019/12/05","4,393,485,800","125,131,392,572","972,457","11,594.65","84.18",
"2019/12/06","3,900,027,702","112,574,170,024","946,293","11,609.64","14.99",
"2019/12/09","4,433,349,416","123,787,369,311","960,606","11,660.77","51.13",
"2019/12/10","4,100,752,342","105,487,530,178","906,991","11,627.84","-32.93",
"2019/12/11","4,024,932,158","128,994,346,439","989,216","11,700.77","72.93",
"2019/12/12","4,768,917,020","154,407,168,662","1,141,832","11,836.42","135.65",
"2019/12/13","5,505,203,822","173,186,306,953","1,278,529","11,927.73","91.31",
"2019/12/16","5,076,417,907","144,848,980,868","1,107,195","11,939.77","12.04",
"2019/12/17","5,325,369,317","156,572,873,643","1,213,786","12,097.01","157.24",
"2019/12/18","4,817,570,616","150,630,121,243","1,198,571","12,122.45","25.44",
"2019/12/19","4,222,936,921","137,759,496,890","991,627","12,018.90","-103.55",
"2019/12/20","4,682,666,887","170,595,065,277","1,034,618","11,959.08","-59.82",
"2019/12/23","3,756,921,614","114,310,880,564","919,900","12,022.23","63.15",
"2019/12/24","3,313,869,005","104,132,655,474","832,595","11,976.38","-45.85",
"2019/12/25","3,174,857,162","91,222,874,033","803,082","12,008.13","31.75",
"2019/12/26","3,176,657,722","100,793,909,230","854,591","12,001.01","-7.12",
"2019/12/27","3,729,441,881","109,059,597,891","904,820","12,091.59","90.58",
"2019/12/30","3,867,671,936","125,543,905,644","951,613","12,053.37","-38.22",
"2019/12/31","3,475,032,122","118,037,040,633","866,886","11,997.14","-56.23",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

