"2019/06 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2019/06/03","3,979,301,714","97,423,329,076","831,863","10,500.07","1.58",
"2019/06/04","3,485,945,699","89,544,975,177","788,257","10,429.12","-70.95",
"2019/06/05","3,685,787,065","99,778,803,202","818,101","10,461.62","32.50",
"2019/06/06","3,670,200,774","99,333,308,327","789,845","10,409.20","-52.42",
"2019/06/10","4,262,145,321","109,286,849,379","875,587","10,566.47","157.27",
"2019/06/11","5,029,081,943","123,163,832,554","1,074,259","10,607.76","41.29",
"2019/06/12","4,188,927,572","103,154,377,836","912,440","10,615.66","7.90",
"2019/06/13","3,784,953,054","97,958,419,371","814,507","10,561.01","-54.65",
"2019/06/14","3,216,009,068","85,539,324,623","756,304","10,524.67","-36.34",
"2019/06/17","3,248,850,928","89,501,173,245","741,836","10,530.54","5.87",
"2019/06/18","3,103,689,820","80,983,143,069","726,928","10,566.74","36.20",
"2019/06/19","5,034,596,221","142,307,299,065","1,173,158","10,775.34","208.60",
"2019/06/20","5,022,058,535","129,170,844,213","1,052,920","10,785.01","9.67",
"2019/06/21","5,345,671,118","152,619,676,637","1,074,115","10,803.77","18.76",
"2019/06/24","3,629,979,170","97,539,681,077","806,029","10,779.45","-24.32",
"2019/06/25","3,891,025,743","101,431,614,365","850,899","10,706.72","-72.73",
"2019/06/26","3,364,138,588","87,513,870,371","749,404","10,652.55","-54.17",
"2019/06/27","4,490,875,726","126,742,374,894","959,854","10,773.90","121.35",
"2019/06/28","3,449,967,866","91,418,249,508","750,967","10,730.83","-43.07",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

