"2019/03 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2019/03/04","4,682,754,149","141,139,736,536","1,120,114","10,349.88","-39.29",
"2019/03/05","3,898,184,981","106,043,539,496","912,310","10,305.26","-44.62",
"2019/03/06","3,747,917,563","101,391,533,103","925,386","10,357.15","51.89",
"2019/03/07","4,271,904,186","108,824,382,622","986,994","10,311.68","-45.47",
"2019/03/08","4,256,028,989","105,782,677,320","944,783","10,241.75","-69.93",
"2019/03/11","3,727,319,970","94,174,979,910","858,287","10,250.28","8.53",
"2019/03/12","4,177,042,544","111,136,196,193","988,317","10,343.33","93.05",
"2019/03/13","3,739,561,974","97,359,550,083","885,165","10,373.32","29.99",
"2019/03/14","4,103,823,880","115,597,463,264","1,024,921","10,348.65","-24.67",
"2019/03/15","5,087,001,761","154,553,510,736","1,083,606","10,439.24","90.59",
"2019/03/18","4,363,088,952","116,798,768,034","1,073,668","10,512.70","73.46",
"2019/03/19","4,461,990,818","118,590,384,395","1,085,757","10,512.32","-0.38",
"2019/03/20","4,276,095,686","119,306,189,972","1,096,614","10,551.56","39.24",
"2019/03/21","4,144,837,307","112,872,190,446","1,035,536","10,609.55","57.99",
"2019/03/22","4,800,555,123","131,795,028,839","1,179,130","10,639.07","29.52",
"2019/03/25","4,477,541,500","109,522,974,696","1,037,987","10,479.48","-159.59",
"2019/03/26","3,852,511,723","105,336,000,772","968,091","10,559.20","79.72",
"2019/03/27","4,025,702,296","105,485,684,923","966,624","10,542.70","-16.50",
"2019/03/28","3,801,407,450","90,628,313,116","888,625","10,536.26","-6.44",
"2019/03/29","4,735,272,511","123,798,869,012","1,022,483","10,641.04","104.78",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

