Year,Market,Company code,Company name,Proposal Status,Dividend in respect of the year (quarter),Dividend Period,Times,Date of the Board of Directors,Date of the Shareholders' Meeting,Cash dividends distributed from retained earnings (NTD/share),Cash distributed from legal reserve (NTD/share),Cash distributed from capital surplus (NTD/share),Total amount of cash distributed to shareholders (NTD),Stock dividends distributed from retained earnings(NTD/share),Stock distributed from legal reserve (NTD/share),Stock distributed from capital surplus (NTD/share),Total amount of stock distributed to shareholders
2015,Listed Company,2481,PANJIT,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.89602359,0.0,0.0,326285664,0.0,0.0,0.0,0
2015,Listed Company,2482,UIC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.15000000,0.0,0.0,9310882,0.0,0.0,0.0,0
2015,Listed Company,2483,ECE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.70000000,0.60000000,0.0,143804450,0.0,0.0,0.0,0
2015,Listed Company,2484,SIWARD,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,1.20000000,0.0,0.0,191305226,0.0,0.0,0.0,0
2015,Listed Company,2485,ZINWELL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,2.00000000,0.0,0.0,635378074,0.0,0.0,0.0,0
2015,Listed Company,2486,I-CHIUN,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2488,HANPIN,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,2.20000000,0.0,0.0,175998753,0.0,0.0,0.0,0
2015,Listed Company,2489,AMTRAN,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,1.50000000,0.30000000,0.0,1456851690,0.0,0.0,0.0,0
2015,Listed Company,2491,FOCL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2492,WTC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.75000000,0.0,0.0,420000000,0.0,0.0,0.0,0
2015,Listed Company,2493,AMPOC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,2.30000000,0.0,0.0,263205997,0.0,0.0,0.0,0
2015,Listed Company,2495,Infortrend,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.90000000,0.0,0.0,249859834,0.0,0.0,0.0,0
2015,Listed Company,2496,SPC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/09,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2497,E-LEAD,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,1.50000000,0.0,0.0,178197694,0.0,0.0,0.0,0
2015,Listed Company,2498,HTC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2501,CATHAY RED,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2504,GBM,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/13,0.10000000,0.0,0.0,143800034,0.0,0.0,0.0,0
2015,Listed Company,2505,ky,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,0.40000000,0.0,0.0,230632992,0.0,0.0,0.0,0
2015,Listed Company,2506,PCC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.20000000,0.0,0.0,77400000,0.0,0.0,0.0,0
2015,Listed Company,2509,CHAINQUI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,1.60000000,0.0,0.0,242803267,0.0,0.0,0.0,0
2015,Listed Company,2511,PHD,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,1.10000000,0.0,0.0,1785658762,0.0,0.0,0.0,0
2015,Listed Company,2514,LONG BON,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/13,0.20000000,0.0,0.0,111642858,0.0,0.0,0.0,0
2015,Listed Company,2515,BES,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,0.20100000,0.0,0.0,307710865,0.0,0.0,0.0,0
2015,Listed Company,2516,New Asia,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,0.30000000,0.0,0.0,67883537,0.0,0.0,0.0,0
2015,Listed Company,2520,KINDOM,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,1.00000000,0.0,0.0,503791000,0.0,0.0,0.0,0
2015,Listed Company,2524,KTC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2527,Hung Ching,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,1.10000000,0.0,0.0,297336600,0.0,0.0,0.0,0
2015,Listed Company,2528,CROWELL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/06,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2530,DELPHA,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,1.60000000,0.0,0.0,433203946,0.0,0.0,0.0,0
2015,Listed Company,2534,HSC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.50000000,0.0,0.0,294545516,0.0,0.0,0.0,0
2015,Listed Company,2535,DA-CIN,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/13,1.00000000,0.0,0.0,219622890,0.0,0.0,0.0,0
2015,Listed Company,2536,Hong Pu,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/03,2.60000000,0.0,0.0,865302495,0.0,0.0,0.0,0
2015,Listed Company,2537,WE & WIN,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/13,0.80000000,0.0,0.0,214072504,0.80000000,0.0,0.0,21407250
2015,Listed Company,2538,KeeTai,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,1.00000000,0.30000000,0.0,569983393,0.0,0.0,0.0,0
2015,Listed Company,2539,SAKURAD,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,1.10000000,0.0,0.0,315002168,2.00000000,0.0,0.0,57273121
2015,Listed Company,2540,JSL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2542,Highwealth,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/13,6.00000000,0.0,0.0,6999759858,0.0,0.0,0.0,0
2015,Listed Company,2543,HWANG CHANG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/29,0.30000000,0.0,0.0,72595136,0.0,0.0,0.0,0
2015,Listed Company,2545,HUANG HSIANG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/03,0.20000000,1.00000000,0.0,393281770,0.0,0.0,0.0,0
2015,Listed Company,2546,KEDGE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,1.00000000,0.0,0.0,106035660,0.0,0.0,0.0,0
2015,Listed Company,2547,RADIUM,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2548,HUAKU?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,5.00000000,0.50000000,0.0,1522469993,0.0,0.0,0.0,0
2015,Public Company,2557,PAC?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,2016/03/15,2016/06/28,0.95000000,0.0,0.0,108719637,0.0,0.0,0.0,0
2015,Public Company,2568,C.D.C.,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.30000000,0.0,0.0,86406894,0.63100000,0.0,0.0,18174250
2015,Public Company,2579,Yuh-Tong?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.30000000,0.0,0.0,7613640,0.0,0.0,0.0,0
2015,Company,2584A,,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,2016/04/27,2016/06/27,1.20000000,0.0,0.0,123129600,0.0,0.0,0.0,0
2015,TPEx Listed Company,2596,ReaLy,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,1.00000000,0.0,0.0,82731524,0.0,0.0,0.0,0
2015,Listed Company,2597,REC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,4.60000000,0.0,0.0,621000000,0.0,0.0,0.0,0
2015,Public Company,2599,Le Young,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,3.00000000,0.0,0.0,299718888,0.0,0.0,0.0,0
2015,Listed Company,2601,FSC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2603,EMC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2605,SNC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/29,1.00000000,0.0,0.0,568304171,0.0,0.0,0.0,0
2015,Listed Company,2606,U-MING,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,1.00000000,0.0,0.0,845055712,0.0,0.0,0.0,0
2015,Listed Company,2607,EITC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.35000000,0.0,0.0,373499383,0.0,0.0,0.0,0
2015,Listed Company,2608,Kerry TJ,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,1.72000000,0.0,0.0,831761897,0.0,0.0,0.0,0
2015,Listed Company,2609,YMTC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2610,CAL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.45852238,0.0,0.0,2508525585,0.0,0.0,0.0,0
2015,Listed Company,2611,TSI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.15000000,0.0,0.0,26342990,0.15000000,0.0,0.0,2634299
2015,Listed Company,2612,CMT,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,0.20000000,0.0,0.0,51294699,0.0,0.0,0.0,0
2015,Listed Company,2613,CCTC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.04000000,0.0,0.0,3992229,0.12000000,0.0,0.0,1197669
2015,Listed Company,2614,EMIC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/20,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2615,WANHAI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/29,1.20000000,0.0,0.0,2661956959,0.0,0.0,0.0,0
2015,Listed Company,2616,SLC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,1.50000000,0.0,0.0,170824767,0.0,0.0,0.0,0
2015,Listed Company,2617,TNC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.22000000,0.0,0.0,91804787,0.0,0.0,0.0,0
2015,Listed Company,2618,EVAAIR,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.30000000,0.0,0.0,1157683502,0.50000000,0.0,0.0,192947251
2015,Public Company,2619,HCT?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,1.50000000,0.0,0.0,374239656,0.0,0.0,0.0,0
2015,Public Company,2621,UNI AIR?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2630,AACL?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2633,THSRC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.65000000,0.0,0.0,3643440488,0.0,0.0,0.0,0
2015,Listed Company,2634,AIDC?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,1.36000000,0.0,0.0,1235235542,0.0,0.0,0.0,0
2015,Listed Company,2636,T3EX,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,1.80000000,0.0,0.0,206341310,0.20000000,0.0,0.0,2292682
2015,Listed Company,2637,WISDOM,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/27,0.0,2.50000000,0.0,1285752008,0.0,0.0,0.0,0
2015,TPEx Listed Company,2640,55688,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,3.28000000,0.0,0.0,145056108,0.50000000,0.0,0.0,2211221
2015,TPEx Listed Company,2641,Franbo Lines,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,0.10000000,0.0,0.0,14954382,0.0,0.0,0.0,0
2015,Listed Company,2642,Pelican,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/27,0.60000000,0.0,0.0,57280200,0.0,0.0,0.0,0
2015,TPEx Listed Company,2643,Soonest,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,2.00000000,0.0,0.0,52460000,0.0,0.0,0.0,0
2015,Listed Company,2701,WANHWA,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,0.20000000,0.0,0.0,79597093,0.50000000,0.0,0.0,19899273
2015,Listed Company,2702,HG,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/20,0.12000000,0.0,0.0,11350007,0.40000000,0.0,0.0,3783337
2015,Listed Company,2704,AMBH,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,0.70000000,0.0,0.0,256846340,0.0,0.0,0.0,0
2015,Listed Company,2705,LEOFOO,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/20,0.04552520,0.0,0.0,15034290,0.27000000,0.0,0.0,8916507
2015,Listed Company,2706,FIRST HOTEL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,0.18000000,0.0,0.0,75640811,0.72000000,0.0,0.0,30256324
2015,Listed Company,2707,GFRT,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,8.87200000,0.0,0.0,1124488463,0.0,0.0,0.0,0
2015,Public Company,2711,CPHK,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/18,3.02116000,0.0,0.0,218342603,0.0,0.0,0.0,0
2015,Listed Company,2712,FGH,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/24,0.85000000,0.0,0.0,89250000,0.0,0.0,0.0,0
2015,TPEx Listed Company,2718,Allmind,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.70000000,0.0,0.0,15803200,0.0,0.0,0.0,0
2015,TPEx Listed Company,2719,Star Travel,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/13,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2722,Chateau,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/23,0.50000000,0.0,0.0,47723017,0.70000000,0.0,0.0,6681222
2015,Listed Company,2723,Gourmet,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/03,2.50000000,0.0,0.0,352800000,0.50000000,0.0,0.0,7056000
2015,TPEx Listed Company,2724,AAGD-KY,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/27,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,TPEx Listed Company,2726,Yummy Town,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,1.50000000,0.0,0.0,41040420,1.00000000,0.0,0.0,2736028
2015,Listed Company,2727,WOWPRIME,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/06,0.21422163,0.78577837,0.0,76987883,0.0,0.0,0.0,0
2015,TPEx Listed Company,2729,TTFB,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,10.60000000,0.0,0.0,246619600,0.0,0.0,0.0,0
2015,Listed Company,2731,Liontravel,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,4.60000000,0.0,0.0,322000000,0.0,0.0,0.0,0
2015,TPEx Listed Company,2732,La Kaffa,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,3.97859527,0.0,0.0,107854100,1.49197369,0.0,0.0,4044530
2015,Emerging Stocks,2733,Vigor Kobo,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/18,5.00000000,0.0,0.0,120480000,0.0,0.0,0.0,0
2015,TPEx Listed Company,2734,Ezfly,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/22,0.50000000,0.0,0.0,15129880,0.0,0.0,0.0,0
2015,TPEx Listed Company,2736,HOYA,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,2.50000000,0.0,0.0,122480957,0.0,0.0,0.0,0
2015,Listed Company,2739,My Humble House,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/02,2.54471726,0.0,0.0,256507500,0.0,0.0,0.0,0
2015,TPEx Listed Company,2740,Mr. Onion,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/28,1.47270443,0.0,0.0,23531160,0.0,0.0,0.0,0
2015,Emerging Stocks,2741,Oldsichuan,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/04/18,3.50000000,0.0,0.0,64959300,0.0,0.0,0.0,0
2015,TPEx Listed Company,2743,richmond,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,1.80000000,0.0,0.0,50180760,0.0,0.0,0.0,0
2015,TPEx Listed Company,2745,LIFE TRAVEL,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,2.50000000,0.0,0.0,62611315,0.0,0.0,0.0,0
2015,Listed Company,2748,FDC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,2.50000000,0.0,0.0,150025000,0.0,0.0,0.0,0
2015,Listed Company,2801,CHANG HWA BANK,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.35000000,0.0,0.0,2960063119,0.60000000,0.0,0.0,507439391
2015,Listed Company,2809,KTB,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/18,0.50000000,0.0,0.0,570617133,0.0,0.0,0.0,0
2015,Listed Company,2812,T.C.C.B.,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.50000000,0.0,0.0,1592001357,0.17000000,0.0,0.0,54128047
2015,Listed Company,2816,UNION INS.,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.10000000,0.0,0.0,21296000,0.0,0.0,0.0,0
2015,Listed Company,2820,CBF,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/02,0.83000000,0.0,0.0,1114656800,0.0,0.0,0.0,0
2015,Public Company,2823,KGI Life,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/31,0.60000000,0.0,0.0,2004088020,0.40000000,0.0,0.0,133613300
2015,Listed Company,2832,TFMI,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,1.20000000,0.0,0.0,434641000,0.0,0.0,0.0,0
2015,Public Company,2833,Taiwan Life,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/30,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2834,TBB,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.10000000,0.0,0.0,568466179,0.50000000,0.0,0.0,284233090
2015,Listed Company,2836,B.O.K,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/23,0.03000000,0.0,0.0,23365977,0.52000000,0.0,0.0,40501028
2015,Public Company,2837,KGIB,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/10,0.39117626,0.0,0.0,1801821362,0.0,0.0,0.0,0
2015,Listed Company,2838,UBOT,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.40000000,0.0,0.0,1042060971,0.0,0.0,0.0,0
2015,Listed Company,2845,FEIB,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/15,0.40000000,0.0,0.0,1213297185,0.20000000,0.0,0.0,60664859
2015,Public Company,2848,SC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,1.33000000,0.0,0.0,265923131,0.0,0.0,0.0,0
2015,Listed Company,2849,EnTie Bank,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.60000000,0.0,0.0,1007806504,0.0,0.0,0.0,0
2015,Listed Company,2850,SK Insurance,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,1.57000000,0.0,0.0,496062381,0.0,0.0,0.0,0
2015,Listed Company,2851,Central Re,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/27,0.70000000,0.0,0.0,393592500,0.0,0.0,0.0,0
2015,Listed Company,2852,FIRST INS,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2855,PSC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/14,0.20000000,0.0,0.0,260759211,0.31000000,0.0,0.0,40417678
2015,Public Company,2856,ML?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/07,0.40000000,0.0,0.0,615103330,0.35000000,0.0,0.0,53821541
2015,Public Company,2858,?@CFC?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/04/28,3.26582010,0.0,0.0,3327834638,0.65762280,0.0,0.0,67011037
2015,Public Company,2863,TAIAN,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/25,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2867,Mercuries Life,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.0,0.0,0.0,0,0.0,0.50000000,0.0,79385111
2015,Company,2867B,,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Public Company,2872,TFC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/21,0.60000000,0.0,0.0,309699000,0.0,0.0,0.0,0
2015,Public Company,2873,?@?@DCBF,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/10,0.30000000,0.0,0.0,129874782,0.41000000,0.0,0.0,17749554
2015,Public Company,2874,Grand Bills?@?@,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/26,0.73000000,0.0,0.0,394784000,0.0,0.0,0.0,0
2015,Public Company,2876,HONTAI LIFE,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2015,Listed Company,2880,HNFHC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,0.63000000,0.0,0.0,6240971674,0.62000000,0.0,0.0,614190863
2015,Listed Company,2881,Fubon Financial,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,2.00000000,0.0,0.0,20467207990,0.0,0.0,0.0,0
2015,Listed Company,2882,CATHAY FHC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,2.00000000,0.0,0.0,25126420256,0.0,0.0,0.0,0
2015,Listed Company,2883,KGI Financial,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/05/16,0.50000000,0.0,0.0,7487006104,0.0,0.0,0.0,0
2015,Listed Company,2884,E.S.F.H,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.43000000,0.0,0.0,3419231000,1.00000000,0.0,0.0,795170000
2015,Listed Company,2885,Yuanta Group,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/16,0.36100000,0.0,0.0,4325817894,0.0,0.0,0.0,0
2015,Listed Company,2886,MEGA FHC,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/24,1.50000000,0.0,0.0,20399735975,0.0,0.0,0.0,0
2015,Listed Company,2887,TS Holdings,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,0.48267681,0.0,0.0,4277606760,0.72401532,0.0,0.0,641641100
2015,Company,2887D,,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/08,1.25493558,0.0,0.0,910000001,0.0,0.0,0.0,0
2015,Listed Company,2889,IBF,Ratification by the Shareholders' Meeting,2015,2015/01/01~ 2015/12/31,1,,2016/06/17,0.26000000,0.0,0.0,695886407,0.26000000,0.0,0.0,69588641
