Year,Market,Company code,Company name,Proposal Status,Dividend in respect of the year (quarter),Dividend Period,Times,Date of the Board of Directors,Date of the Shareholders' Meeting,Cash dividends distributed from retained earnings (NTD/share),Cash distributed from legal reserve (NTD/share),Cash distributed from capital surplus (NTD/share),Total amount of cash distributed to shareholders (NTD),Stock dividends distributed from retained earnings(NTD/share),Stock distributed from legal reserve (NTD/share),Stock distributed from capital surplus (NTD/share),Total amount of stock distributed to shareholders
2024,TPEx Listed Company,3227,PXI,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/25,Not applicable,10.00179460,0.0,0.0,1492355100,0.0,0.0,0.0,0
2024,TPEx Listed Company,3228,RDC,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/05,2025/06/17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,Listed Company,3229,CHEER TIME,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/12,2025/05/29,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3230,Jiin Ming,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/05/08,2025/06/27,0.0,0.0,0.35000000,30103815,0.0,0.0,0.0,0
2024,Listed Company,3231,Wistron,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/24,2025/05/16,3.79927437,0.0,0.0,10996666290,0.0,0.0,0.0,0
2024,TPEx Listed Company,3232,SIC,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/10,Not applicable,0.30000000,0.0,0.20000000,23283933,0.0,0.0,0.0,0
2024,TPEx Listed Company,3234,TrueLight,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/05/27,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3236,ABC,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/10,2025/06/05,0.35000000,0.0,0.0,36750215,0.0,0.0,0.0,0
2024,TPEx Listed Company,3252,Haiwan,Proposed by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/05/05,2025/06/16,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,Listed Company,3257,CHAMPION,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/25,Not applicable,2.00000000,0.0,0.0,159647180,0.0,0.0,0.0,0
2024,TPEx Listed Company,3259,3S,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/20,2025/05/27,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3260,ADATA,Resolution by the Board of Directors,2024 H2,2024/07/01~ 2024/12/31,1,2025/04/16,Not applicable,5.00000000,0.0,0.0,1623253240,0.0,0.0,0.0,0
2024,TPEx Listed Company,3264,Ardentec,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/27,2025/05/29,4.00000000,0.0,0.0,1960680304,0.0,0.0,0.0,0
2024,TPEx Listed Company,3265,WST,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/26,Not applicable,4.60000000,0.0,0.0,626803631,0.0,0.0,0.0,0
2024,Listed Company,3266,SUNTY,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/10,2025/05/27,0.75000000,0.0,0.0,264235732,0.0,0.0,0.0,0
2024,TPEx Listed Company,3268,Higher Way,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/14,2025/06/20,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3272,GW,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/25,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3276,tht,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/12,Not applicable,0.02000000,0.0,0.0,1394253,0.0,0.0,0.0,0
2024,TPEx Listed Company,3284,TOP,Cash dividend resolved by the Board of Directors and stock dividend proposed by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/06/17,0.80000000,0.0,0.0,73916052,1.20000000,0.0,0.0,11087408
2024,TPEx Listed Company,3285,MT,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/13,2025/06/12,1.00000000,0.0,0.0,42735324,0.0,0.0,0.0,0
2024,TPEx Listed Company,3287,Kworld,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/06/23,1.50000000,0.0,0.0,65955725,0.0,0.0,0.0,0
2024,TPEx Listed Company,3288,SiTI,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/14,2025/06/09,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3289,IST,Resolution by the Board of Directors,2024 Q4,2024/10/01~ 2024/12/31,1,2025/03/07,Not applicable,1.00000000,0.0,0.0,74429171,0.0,0.0,0.0,0
2024,TPEx Listed Company,3290,DONPON,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/04/02,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3293,IGS,Resolution by the Board of Directors,2024 H2,2024/07/01~ 2024/12/31,1,2025/03/06,Not applicable,29.00000000,0.0,0.0,8172245240,0.0,0.0,0.0,0
2024,TPEx Listed Company,3294,Megaforce,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/14,Not applicable,0.38000000,0.0,0.0,50166050,0.0,0.0,0.0,0
2024,Listed Company,3296,POWERTECH,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/12,2025/05/28,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3297,Hunt,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/04,2025/05/26,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3303,UNIVACCO,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/24,Not applicable,2.50000000,0.0,0.25000000,258749169,0.0,0.0,0.0,0
2024,Listed Company,3305,SHENMAO,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/06/11,2.20000000,0.0,0.0,290594643,0.0,0.0,0.0,0
2024,TPEx Listed Company,3306,RoyalTek,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/03,Not applicable,2.10000000,0.0,0.0,106276175,0.0,0.0,0.0,0
2024,Listed Company,3308,BESTEC,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/13,2025/06/27,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3310,CHIALIN,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/11,2025/06/11,2.11000000,0.0,1.16000000,210536434,0.0,0.0,0.0,0
2024,Listed Company,3311,Silitech,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/28,2025/06/18,0.30000000,0.0,0.0,20400000,0.0,0.0,0.0,0
2024,Listed Company,3312,G.M.I,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/05/09,2025/06/25,1.40000000,0.0,0.0,227675637,0.0,0.0,0.0,0
2024,TPEx Listed Company,3313,FCD,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/27,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3317,NIKO-SEM,Cash dividend resolved by the Board of Directors and stock dividend ratified by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/14,2025/06/10,0.40000000,0.0,0.0,32400000,1.11111111,0.0,0.0,9000000
2024,Listed Company,3321,UNIFLEX,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/24,2025/05/22,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3322,JEM,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/10,2025/05/29,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3323,Celxpert,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/05/09,Not applicable,0.50000000,0.0,0.0,46976197,0.0,0.0,0.0,0
2024,TPEx Listed Company,3324,AURAS,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/24,2025/05/16,10.00000000,0.0,0.0,902632100,0.0,0.0,0.0,0
2024,TPEx Listed Company,3325,Casing,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/12,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3332,CINCON,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/05/26,1.10000000,0.0,0.0,52914671,0.0,0.0,0.0,0
2024,Listed Company,3338,TAISOL,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/05,2025/05/22,2.00000000,0.0,0.0,174916282,0.0,0.0,0.0,0
2024,TPEx Listed Company,3339,TEKCORE,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/12,2025/06/18,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,Public Company,3342,ECMOS,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/04/12,2025/05/26,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,Listed Company,3346,Laster Tech,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/12,2025/05/28,1.20000000,0.0,0.0,145390824,0.0,0.0,0.0,0
2024,TPEx Listed Company,3349,DEXIN,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/12,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3354,MICROCOSM,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/27,Not applicable,0.0,0.0,0.20000000,14022485,0.0,0.0,0.0,0
2024,Listed Company,3356,GeoVision,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/04/10,Not applicable,4.00000000,0.0,0.0,319766688,0.0,0.0,0.0,0
2024,TPEx Listed Company,3357,TAI-TECH,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/24,Not applicable,5.00000000,0.0,0.0,510174405,0.0,0.0,0.0,0
2024,TPEx Listed Company,3360,SUNNIC,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/11,2025/05/28,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3362,ABILITY,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/05/07,2025/06/20,1.00000000,0.0,0.0,142094675,0.0,0.0,0.0,0
2024,TPEx Listed Company,3363,FOCI,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/20,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,Public Company,3369,TAK,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/20,2025/06/19,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3372,TICP,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/04,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3373,Radiant,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/06,2025/06/25,0.0,0.0,0.0,0,1.00000000,0.0,0.0,4328981
2024,TPEx Listed Company,3374,Xintec,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/06,2025/05/29,2.50000000,0.0,0.0,678410790,0.0,0.0,0.0,0
2024,Listed Company,3376,SZS,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/04/28,2025/06/10,3.00000000,0.0,3.00000000,1174582932,0.0,0.0,0.0,0
2024,TPEx Listed Company,3379,TBC,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/10,Not applicable,0.80000000,0.0,0.0,30433398,0.0,0.0,0.0,0
2024,Listed Company,3380,Alpha,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/27,Not applicable,0.50000000,0.0,0.50000000,541718460,0.0,0.0,0.0,0
2024,TPEx Listed Company,3388,TTC,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/05,Not applicable,3.50000000,0.0,0.0,259218253,0.0,0.0,0.0,0
2024,TPEx Listed Company,3390,SUNFLEX,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/06,2025/06/27,1.00000000,0.0,0.0,78958259,0.0,0.0,0.0,0
2024,TPEx Listed Company,3402,WHOLETECH,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/11,Not applicable,3.50000000,0.0,1.50000000,365238460,0.0,0.0,0.0,0
2024,Public Company,3405,JENJAAN,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/04/10,2025/06/25,0.30000000,0.0,0.0,9083068,0.0,0.0,0.0,0
2024,Listed Company,3406,GSEO,Resolution by the Board of Directors,2024 H2,2024/07/01~ 2024/12/31,1,2025/03/07,Not applicable,18.00000000,0.0,0.0,2029375134,0.0,0.0,0.0,0
2024,Listed Company,3413,Fiti,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/26,Not applicable,14.50000000,0.0,0.0,1564135097,0.0,0.0,0.0,0
2024,Listed Company,3416,Winmate,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/25,Not applicable,4.50000000,0.0,1.00000000,438605761,0.0,0.0,0.0,0
2024,Listed Company,3419,WHAYU,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/14,2025/06/25,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3426,TSE,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/10,2025/05/28,2.50000000,0.0,0.0,66000000,0.0,0.0,0.0,0
2024,TPEx Listed Company,3430,CHITEC,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/07,Not applicable,2.50000000,0.0,0.0,84290213,0.0,0.0,0.0,0
2024,Listed Company,3432,TAI TWUN,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/06/25,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3434,ACULA,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/13,2025/06/10,0.52091060,0.0,0.0,14599978,0.98908940,0.0,0.0,2772200
2024,Listed Company,3437,AOT,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/05/09,2025/06/19,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3438,AAT,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/10,2025/05/26,1.50000000,0.0,0.0,70748723,0.0,0.0,0.0,0
2024,TPEx Listed Company,3441,UNIQUE,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/05,2025/05/20,0.75000000,0.0,0.0,30029940,0.0,0.0,0.0,0
2024,Listed Company,3443,GUC,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/01/23,2025/05/15,16.00000000,0.0,0.0,2144190576,0.0,0.0,0.0,0
2024,TPEx Listed Company,3444,NICHING,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/13,Not applicable,2.00000000,0.0,0.0,89993754,0.0,0.0,0.0,0
2024,Listed Company,3447,XAVi,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/27,Not applicable,0.80000000,0.0,0.0,61864896,0.0,0.0,0.0,0
2024,Listed Company,3450,ELASER,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/11,2025/05/28,0.50000000,0.0,0.0,72840691,0.0,0.0,0.0,0
2024,Listed Company,3454,VIVOTEK,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/25,2025/05/29,2.30000000,0.0,0.0,199106153,0.0,0.0,0.0,0
2024,TPEx Listed Company,3455,UTECHZONE,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/11,Not applicable,2.50000000,0.0,2.00000000,269328375,0.0,0.0,0.0,0
2024,Public Company,3463,FORE SHOT,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/04/24,2025/06/19,0.30000000,0.0,0.0,-21379161,0.0,0.0,0.0,0
2024,TPEx Listed Company,3465,NAE,Resolution by the Board of Directors,2024 Q4,2024/10/01~ 2024/12/31,1,2025/03/13,Not applicable,0.65000000,0.0,0.35000000,35329862,0.0,0.0,0.0,0
2024,TPEx Listed Company,3466,SKARDIN,Proposed by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/11,2025/05/16,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3467,Forcera,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/25,2025/06/25,0.90000000,0.0,0.0,25385912,0.0,0.0,0.0,0
2024,Emerging Stocks,3473,Fiber Logic,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/26,Not applicable,1.00000000,0.0,0.0,22511475,0.0,0.0,0.0,0
2024,TPEx Listed Company,3479,Avalue,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/11,Not applicable,5.20000000,0.0,0.0,377676853,0.0,0.0,0.0,0
2024,Listed Company,3481,INX,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/13,2025/05/07,0.75000000,0.0,0.25000000,7985125137,0.0,0.0,0.0,0
2024,TPEx Listed Company,3483,FCN,Cash dividend resolved by the Board of Directors and stock dividend ratified by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/11,2025/05/27,3.50000000,0.0,0.0,301454262,1.50000000,0.0,0.0,12919468
2024,TPEx Listed Company,3484,SOLTEAM,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/14,2025/06/25,2.50000000,0.0,0.0,192670113,0.0,0.0,0.0,0
2024,Emerging Stocks,3485,EF,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/27,2025/06/19,5.50000000,0.0,0.0,188055175,0.0,0.0,0.0,0
2024,TPEx Listed Company,3489,Sun Brothers,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/12,2025/06/11,0.0,0.0,0.50000000,45226078,0.0,0.0,0.0,0
2024,TPEx Listed Company,3490,singlewell,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/12,Not applicable,1.00000000,0.0,0.0,55006435,0.0,0.0,0.0,0
2024,TPEx Listed Company,3491,UMT,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/14,Not applicable,3.85289700,0.0,2.77408584,430000000,0.0,0.0,0.0,0
2024,TPEx Listed Company,3492,ACT,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/05/09,2025/06/23,1.00000000,0.0,0.0,35531600,0.0,0.0,0.0,0
2024,Listed Company,3494,HiTi,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/06/20,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3498,USUN,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/11,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3499,GLOBALSAT,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/07,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,Listed Company,3501,Well Shin,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/13,Not applicable,4.00000000,0.0,0.0,473031708,0.0,0.0,0.0,0
2024,Listed Company,3504,Young Optics,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/04/25,2025/06/17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3508,Ways,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/06/20,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,Public Company,3509,UNION,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/05,2025/04/16,0.05146024,0.0,0.0,8772082,0.0,0.0,0.0,0
2024,Public Company,3510,AFC,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/14,2025/05/16,1.50000000,0.0,0.0,33000000,0.0,0.0,0.0,0
2024,TPEx Listed Company,3511,SIMULA TECH INC,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/21,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3512,Huang Long,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/04/08,Not applicable,1.20000000,0.0,0.0,135686846,0.0,0.0,0.0,0
2024,Listed Company,3515,ASROCK,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/04,Not applicable,5.30000000,0.0,0.0,654942884,0.0,0.0,0.0,0
2024,TPEx Listed Company,3516,ADO,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/11,2025/06/10,0.25000000,0.0,0.0,14890219,0.0,0.0,0.0,0
2024,Listed Company,3518,PT TECH.,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/12,2025/06/11,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3520,JVE,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/13,Not applicable,0.10000000,0.0,0.0,6884678,0.0,0.0,0.0,0
2024,TPEx Listed Company,3521,DataVan,Proposed by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/05/30,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3522,TOPLUS,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/14,2025/06/10,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3523,EFUN,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/13,2025/06/26,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,Public Company,3525,Career,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/26,2025/06/16,1.60000000,0.0,0.0,24966149,0.0,0.0,0.0,0
2024,TPEx Listed Company,3526,ALLTOP,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/05,Not applicable,13.45000000,0.0,3.30000000,1072188304,0.0,0.0,0.0,0
2024,TPEx Listed Company,3527,MBI,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/06,Not applicable,2.00000000,0.0,0.0,88890250,0.0,0.0,0.0,0
2024,Listed Company,3528,ANSTEK,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/11,Not applicable,3.00000000,0.0,0.0,199917648,0.0,0.0,0.0,0
2024,TPEx Listed Company,3529,eMemory,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/26,2025/06/11,22.00000000,0.0,0.0,1642607824,0.0,0.0,0.0,0
2024,Listed Company,3530,SOI,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/11,2025/06/18,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3531,Shian Yih,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/02/25,Not applicable,0.80000000,0.0,0.0,48940009,0.0,0.0,0.0,0
2024,Listed Company,3532,FST,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/12,Not applicable,1.80000000,0.0,0.0,698126940,0.0,0.0,0.0,0
2024,Listed Company,3533,LOTES,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/10,2025/06/13,41.50000000,0.0,0.0,4670189677,0.0,0.0,0.0,0
2024,Listed Company,3535,Favite,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/07,2025/05/29,0.50000000,0.0,0.0,39526178,0.0,0.0,0.0,0
2024,TPEx Listed Company,3537,PODAK,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/04,Not applicable,2.30000000,0.0,0.0,129358852,0.0,0.0,0.0,0
2024,TPEx Listed Company,3540,Thermaltake,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/13,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3541,CYP,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/11,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,Listed Company,3543,JOCHU,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/25,Not applicable,0.0,0.0,0.50000000,44131575,0.0,0.0,0.0,0
2024,Listed Company,3545,FocalTech,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/02/21,2025/05/26,1.72000000,0.0,0.0,378000000,0.0,0.0,0.0,0
2024,TPEx Listed Company,3546,USERJOY,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/13,2025/06/25,4.10000000,0.0,0.0,217774567,1.00000000,0.0,0.0,5311575
2024,TPEx Listed Company,3548,JARLLY,Cash dividend resolved by the Board of Directors and stock dividend ratified by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/05/09,2025/06/19,2.00000000,0.0,0.0,132183756,0.25000000,0.0,0.0,1652297
2024,Listed Company,3550,COPARTNER,Resolution by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/14,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2024,TPEx Listed Company,3551,SHT,Ratification by the Shareholders' Meeting,2024,2024/01/01~ 2024/12/31,1,2025/03/11,2025/06/11,1.40000000,0.0,2.00000000,191205426,0.0,0.0,0.0,0
2024,TPEx Listed Company,3552,TUNG THIH,Cash dividend resolved by the Board of Directors and stock dividend proposed by the Board of Directors,2024,2024/01/01~ 2024/12/31,1,2025/03/12,2025/06/27,0.80000000,0.0,0.0,75321795,0.40000000,0.0,0.0,3766090
2024,TPEx Listed Company,3555,BaaS,Resolution by the Board of Directors,2024 H2,2024/07/01~ 2024/12/31,1,2025/02/26,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
