"2016/02  Daily Trading Value/Volume of 1477 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2016/02/01","1,241,014","282,655,653","225.00","230.00","223.50","225.50","+1.50","1,121",
"2016/02/02","644,080","144,144,920","225.00","227.00","222.50","224.00","-1.50","564",
"2016/02/03","917,255","203,703,469","224.00","226.50","217.50","219.50","-4.50","779",
"2016/02/15","674,659","149,464,457","220.50","223.00","218.50","223.00","+3.50","552",
"2016/02/16","1,495,771","341,054,671","225.50","231.00","224.00","228.50","+5.50","1,276",
"2016/02/17","878,958","199,421,985","229.50","231.00","224.00","226.50","-2.00","726",
"2016/02/18","1,601,355","357,343,984","228.00","229.00","221.00","223.00","-3.50","1,315",
"2016/02/19","1,295,758","287,319,632","225.00","226.00","219.00","221.00","-2.00","1,118",
"2016/02/22","1,621,950","350,441,000","221.00","222.00","212.50","214.00","-7.00","1,319",
"2016/02/23","3,240,544","676,081,328","215.00","216.00","205.50","208.50","-5.50","2,698",
"2016/02/24","2,821,475","578,682,275","207.50","210.00","202.00","205.50","-3.00","2,416",
"2016/02/25","1,633,618","336,262,426","206.50","208.00","204.50","205.00","-0.50","1,358",
"2016/02/26","1,327,895","274,791,345","206.00","208.00","205.00","208.00","+3.00","1,158",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

