"2021/02  Daily Trading Value/Volume of 2103 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2021/02/01","6,128,347","128,467,325","19.80","21.50","19.80","21.20","+1.20","2,034",
"2021/02/02","5,603,831","119,679,090","21.00","21.75","20.70","21.25","+0.05","1,623",
"2021/02/03","1,598,423","33,654,038","21.10","21.20","20.95","21.05","-0.20","570",
"2021/02/04","5,285,081","113,923,694","21.00","22.20","20.85","21.60","+0.55","1,770",
"2021/02/05","3,885,181","84,509,075","21.60","22.00","21.35","21.80","+0.20","1,368",
"2021/02/17","8,594,003","205,207,887","23.30","23.95","23.10","23.95","+2.15","2,104",
"2021/02/18","26,101,139","665,711,949","24.50","26.30","24.10","25.45","+1.50","8,158",
"2021/02/19","14,397,143","369,858,267","25.45","26.10","25.00","25.95","+0.50","4,089",
"2021/02/22","10,920,347","281,212,246","25.95","26.35","25.10","25.75","-0.20","3,262",
"2021/02/23","15,146,564","406,199,407","25.70","28.15","25.60","27.30","+1.55","7,071",
"2021/02/24","7,783,961","208,075,137","27.35","27.60","26.15","26.70","-0.60","3,678",
"2021/02/25","8,148,934","222,785,090","26.80","27.90","26.50","27.35","+0.65","3,620",
"2021/02/26","10,108,702","278,540,138","27.00","28.10","26.85","27.50","+0.15","4,066",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

