"2023/12  Daily Trading Value/Volume of 6128 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2023/12/01","134,174","4,618,168","34.55","34.65","34.30","34.65","+0.15","92",
"2023/12/04","68,289","2,363,459","34.60","34.65","34.55","34.65"," 0.00","57",
"2023/12/05","121,192","4,203,912","34.65","34.80","34.50","34.70","+0.05","80",
"2023/12/06","108,813","3,764,099","34.70","34.70","34.50","34.70"," 0.00","82",
"2023/12/07","78,400","2,705,894","34.70","34.70","34.35","34.65","-0.05","65",
"2023/12/08","60,486","2,092,577","34.70","34.70","34.50","34.70","+0.05","62",
"2023/12/11","158,512","5,486,495","34.75","34.85","34.35","34.60","-0.10","113",
"2023/12/12","36,161","1,250,590","34.60","34.70","34.45","34.70","+0.10","36",
"2023/12/13","521,505","18,146,673","34.75","34.95","34.75","34.75","+0.05","162",
"2023/12/14","128,824","4,479,234","34.85","34.95","34.60","34.85","+0.10","118",
"2023/12/15","147,812","5,148,612","34.95","35.00","34.75","34.90","+0.05","109",
"2023/12/18","63,492","2,211,913","34.95","34.95","34.75","34.90"," 0.00","58",
"2023/12/19","87,178","3,017,201","34.65","34.85","34.45","34.80","-0.10","71",
"2023/12/20","46,010","1,597,098","34.80","34.85","34.65","34.85","+0.05","37",
"2023/12/21","74,029","2,563,351","34.85","34.85","34.55","34.60","-0.25","53",
"2023/12/22","18,055","625,024","34.85","34.85","34.55","34.60"," 0.00","31",
"2023/12/25","112,000","3,883,200","34.60","34.85","34.55","34.85","+0.25","65",
"2023/12/26","131,928","4,572,636","34.80","34.80","34.60","34.80","-0.05","78",
"2023/12/27","67,465","2,346,419","34.85","34.85","34.65","34.80"," 0.00","57",
"2023/12/28","147,353","5,112,622","34.65","34.80","34.60","34.80"," 0.00","77",
"2023/12/29","75,306","2,606,991","34.60","34.75","34.55","34.60","-0.20","58",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

