"2015/11 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2015/11/02","3,978,030,515","78,762,668,909","775,607","8,614.77","60.46",
"2015/11/03","5,032,940,672","97,609,778,724","928,557","8,713.19","98.42",
"2015/11/04","6,321,826,073","128,435,818,337","1,148,918","8,857.02","143.83",
"2015/11/05","5,688,577,616","107,031,788,473","949,724","8,850.18","-6.84",
"2015/11/06","5,328,087,934","114,276,245,495","970,731","8,693.57","-156.61",
"2015/11/09","4,800,751,695","95,644,596,303","869,204","8,642.48","-51.09",
"2015/11/10","4,486,788,135","86,548,568,189","835,616","8,536.90","-105.58",
"2015/11/11","4,958,427,166","97,993,815,359","915,699","8,415.01","-121.89",
"2015/11/12","4,524,702,431","83,027,582,041","802,587","8,428.09","13.08",
"2015/11/13","3,995,281,198","78,154,881,346","772,447","8,329.50","-98.59",
"2015/11/16","4,162,988,137","81,544,445,196","853,851","8,295.40","-34.10",
"2015/11/17","4,701,111,814","86,433,373,152","862,301","8,419.42","124.02",
"2015/11/18","4,434,536,103","83,774,632,454","891,632","8,340.47","-78.95",
"2015/11/19","4,519,431,326","85,959,724,638","870,337","8,477.20","136.73",
"2015/11/20","3,802,180,382","76,312,892,966","776,646","8,465.45","-11.75",
"2015/11/23","3,526,392,145","70,610,380,103","735,894","8,485.73","20.28",
"2015/11/24","4,230,827,606","81,692,011,876","817,570","8,400.14","-85.59",
"2015/11/25","4,080,689,769","76,411,488,242","812,777","8,386.13","-14.01",
"2015/11/26","4,189,963,481","80,124,274,162","824,013","8,484.90","98.77",
"2015/11/27","3,541,567,974","66,741,696,339","708,801","8,398.40","-86.50",
"2015/11/30","5,703,618,610","137,072,781,549","1,004,081","8,320.61","-77.79",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

