"2015/09 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2015/09/01","4,641,178,087","85,331,377,955","901,539","8,017.56","-157.36",
"2015/09/02","4,825,522,820","91,334,186,416","900,998","8,035.29","17.73",
"2015/09/03","4,990,186,150","87,162,613,218","906,304","8,095.95","60.66",
"2015/09/04","4,737,411,847","83,033,560,438","888,022","8,000.60","-95.35",
"2015/09/07","3,680,391,776","69,047,248,371","665,248","7,986.56","-14.04",
"2015/09/08","3,699,914,682","66,815,955,024","699,651","8,001.50","14.94",
"2015/09/09","6,099,425,931","118,865,028,556","1,117,981","8,286.92","285.42",
"2015/09/10","4,568,406,013","85,925,955,995","888,951","8,268.68","-18.24",
"2015/09/11","3,965,525,525","80,661,662,098","828,781","8,305.82","37.14",
"2015/09/14","3,831,432,962","76,665,394,494","795,341","8,307.29","1.47",
"2015/09/15","3,542,239,088","69,267,351,199","710,588","8,259.99","-47.30",
"2015/09/16","4,025,188,269","81,336,790,391","802,408","8,333.29","73.30",
"2015/09/17","4,910,655,218","98,955,865,099","975,328","8,445.50","112.21",
"2015/09/18","4,556,547,939","95,275,540,660","881,237","8,462.14","16.64",
"2015/09/21","3,775,388,802","77,788,729,820","803,164","8,307.04","-155.10",
"2015/09/22","3,812,436,934","70,438,769,031","775,108","8,365.92","58.88",
"2015/09/23","4,206,525,556","81,119,488,767","871,498","8,193.42","-172.50",
"2015/09/24","4,252,300,158","82,663,718,107","854,228","8,123.10","-70.32",
"2015/09/25","3,660,074,136","71,549,305,434","724,474","8,132.35","9.25",
"2015/09/30","4,385,018,103","105,682,643,390","879,655","8,181.24","48.89",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

