"2015/08 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2015/08/03","4,456,854,578","79,017,714,667","781,107","8,524.41","-140.93",
"2015/08/04","5,903,371,379","100,988,680,642","943,638","8,510.86","-13.55",
"2015/08/05","4,970,382,345","86,831,688,174","806,529","8,542.27","31.41",
"2015/08/06","5,123,559,195","90,865,964,422","840,442","8,449.56","-92.71",
"2015/08/07","4,117,657,825","76,154,494,431","721,090","8,442.29","-7.27",
"2015/08/10","4,768,399,796","79,158,877,438","752,707","8,466.84","24.55",
"2015/08/11","5,618,074,296","100,393,801,935","962,902","8,394.14","-72.70",
"2015/08/12","5,511,020,287","96,732,344,851","921,150","8,283.38","-110.76",
"2015/08/13","5,227,215,110","89,030,027,535","859,599","8,311.74","28.36",
"2015/08/14","4,284,159,349","73,899,398,219","734,286","8,305.64","-6.10",
"2015/08/17","4,005,646,949","70,276,113,818","695,278","8,213.42","-92.22",
"2015/08/18","4,431,352,875","75,622,516,534","794,186","8,177.22","-36.20",
"2015/08/19","5,729,045,452","101,869,618,054","1,091,982","8,021.84","-155.38",
"2015/08/20","4,817,633,589","88,588,003,665","900,529","8,029.81","7.97",
"2015/08/21","5,463,799,629","103,663,450,512","1,058,347","7,786.92","-242.89",
"2015/08/24","7,568,799,118","146,088,004,437","1,406,377","7,410.34","-376.58",
"2015/08/25","6,329,377,004","123,696,981,936","1,210,843","7,675.64","265.30",
"2015/08/26","5,671,328,509","110,092,989,128","1,021,079","7,715.59","39.95",
"2015/08/27","5,626,661,703","110,139,768,012","1,069,050","7,824.55","108.96",
"2015/08/28","5,324,229,177","105,351,695,260","1,010,936","8,019.18","194.63",
"2015/08/31","4,883,034,485","101,646,679,198","897,409","8,174.92","155.74",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

