"2015/03 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2015/03/02","4,459,205,379","92,829,887,227","837,359","9,601.36","-20.74",
"2015/03/03","4,446,559,381","85,986,600,442","784,334","9,605.77","4.41",
"2015/03/04","4,539,189,625","85,082,416,047","812,771","9,621.73","15.96",
"2015/03/05","4,635,460,608","85,930,112,407","790,586","9,595.09","-26.64",
"2015/03/06","4,783,179,259","95,779,164,094","827,891","9,645.77","50.68",
"2015/03/09","4,400,900,883","86,761,858,898","772,160","9,562.98","-82.79",
"2015/03/10","4,731,732,681","93,135,038,990","860,284","9,536.53","-26.45",
"2015/03/11","5,039,426,812","97,041,708,916","892,462","9,523.18","-13.35",
"2015/03/12","5,614,913,860","97,163,348,938","908,970","9,596.00","72.82",
"2015/03/13","4,765,227,785","88,452,992,419","795,705","9,579.35","-16.65",
"2015/03/16","4,272,083,203","83,938,633,831","765,183","9,512.91","-66.44",
"2015/03/17","5,065,590,882","98,232,445,611","858,373","9,539.44","26.53",
"2015/03/18","5,546,829,875","107,569,431,159","950,199","9,653.43","113.99",
"2015/03/19","6,277,815,299","118,243,967,459","1,064,485","9,736.73","83.30",
"2015/03/20","5,786,926,075","122,255,394,471","1,012,923","9,749.69","12.96",
"2015/03/23","5,613,302,393","104,895,147,150","964,548","9,758.09","8.40",
"2015/03/24","5,482,580,883","97,574,070,984","870,967","9,731.66","-26.43",
"2015/03/25","5,204,949,185","96,868,024,585","878,488","9,667.83","-63.83",
"2015/03/26","5,409,431,113","120,170,809,243","924,760","9,619.12","-48.71",
"2015/03/27","5,202,683,098","114,397,156,839","945,939","9,503.72","-115.40",
"2015/03/30","4,730,427,421","92,563,917,741","866,239","9,521.87","18.15",
"2015/03/31","5,582,681,658","107,060,380,782","938,261","9,586.44","64.57",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

