"2015/07 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2015/07/01","4,656,513,308","86,625,727,410","771,544","9,375.23","52.21",
"2015/07/02","4,797,356,915","86,101,576,336","803,459","9,379.24","4.01",
"2015/07/03","4,646,006,972","84,384,479,782","783,502","9,358.23","-21.01",
"2015/07/06","4,427,633,609","83,557,373,786","748,474","9,255.96","-102.27",
"2015/07/07","4,996,360,947","92,490,349,611","810,409","9,250.16","-5.80",
"2015/07/08","7,466,454,956","143,386,860,241","1,239,207","8,976.11","-274.05",
"2015/07/09","7,077,500,568","130,306,291,418","1,157,623","8,914.13","-61.98",
"2015/07/13","5,739,250,369","104,063,379,252","945,636","9,033.92","119.79",
"2015/07/14","5,790,554,239","100,731,747,658","946,131","9,041.76","7.84",
"2015/07/15","4,863,624,738","83,369,057,246","801,346","9,054.20","12.44",
"2015/07/16","4,748,227,285","77,919,815,376","763,606","9,042.21","-11.99",
"2015/07/17","4,319,096,945","76,606,304,177","727,288","9,045.98","3.77",
"2015/07/20","4,855,463,932","82,628,553,869","776,982","8,975.00","-70.98",
"2015/07/21","4,799,326,733","72,773,223,246","720,477","9,005.96","30.96",
"2015/07/22","4,619,017,684","79,605,149,530","745,992","8,918.70","-87.26",
"2015/07/23","5,768,014,528","104,461,835,793","911,648","8,791.12","-127.58",
"2015/07/24","4,406,134,242","77,718,045,263","710,949","8,767.86","-23.26",
"2015/07/27","5,521,284,502","97,489,008,502","938,933","8,556.68","-211.18",
"2015/07/28","5,775,877,736","100,156,861,420","1,021,345","8,582.49","25.81",
"2015/07/29","5,454,927,450","90,000,973,887","854,871","8,563.48","-19.01",
"2015/07/30","5,572,493,165","88,591,366,983","838,782","8,651.49","88.01",
"2015/07/31","4,714,909,313","86,947,729,829","800,885","8,665.34","13.85",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

