"2015/01 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2015/01/05","4,852,267,931","81,345,264,521","802,192","9,274.11","-33.15",
"2015/01/06","6,230,285,882","111,238,928,993","1,082,172","9,048.34","-225.77",
"2015/01/07","5,479,103,670","96,820,252,412","889,813","9,080.09","31.75",
"2015/01/08","6,379,855,072","108,488,344,495","955,871","9,238.03","157.94",
"2015/01/09","5,433,889,277","98,908,302,091","886,883","9,215.58","-22.45",
"2015/01/12","4,986,250,431","84,290,218,313","833,588","9,178.30","-37.28",
"2015/01/13","5,392,992,629","92,735,480,531","880,017","9,231.80","53.50",
"2015/01/14","5,384,948,484","93,381,279,415","877,450","9,180.23","-51.57",
"2015/01/15","5,382,422,320","89,523,584,685","843,514","9,165.09","-15.14",
"2015/01/16","6,012,829,911","115,876,618,392","1,022,153","9,138.29","-26.80",
"2015/01/19","5,182,409,108","89,551,554,637","824,574","9,174.06","35.77",
"2015/01/20","5,309,477,241","87,021,886,541","792,590","9,251.69","77.63",
"2015/01/21","5,645,662,766","100,206,964,939","872,024","9,319.71","68.02",
"2015/01/22","5,782,452,728","99,005,013,654","925,022","9,369.51","49.80",
"2015/01/23","6,246,155,897","119,899,955,949","993,663","9,470.94","101.43",
"2015/01/26","4,902,892,545","90,717,232,968","772,144","9,477.67","6.73",
"2015/01/27","4,972,156,408","91,189,723,506","787,075","9,521.59","43.92",
"2015/01/28","4,709,303,129","83,360,492,917","754,191","9,510.92","-10.67",
"2015/01/29","4,893,263,126","83,535,097,517","744,931","9,426.90","-84.02",
"2015/01/30","4,681,307,142","87,386,115,955","764,663","9,361.91","-64.99",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

