"2015/06 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2015/06/01","5,117,913,510","92,338,114,844","884,015","9,625.69","-75.38",
"2015/06/02","5,518,704,631","100,319,471,275","965,965","9,614.26","-11.43",
"2015/06/03","5,909,994,969","102,244,725,077","1,016,594","9,556.52","-57.74",
"2015/06/04","7,512,610,330","137,606,014,655","1,279,214","9,348.63","-207.89",
"2015/06/05","6,120,810,367","111,662,467,776","1,074,049","9,340.13","-8.50",
"2015/06/08","5,366,753,133","96,140,487,119","960,292","9,368.43","28.30",
"2015/06/09","6,363,723,560","108,865,553,316","1,117,500","9,191.87","-176.56",
"2015/06/10","5,573,210,136","98,950,673,518","936,154","9,298.50","106.63",
"2015/06/11","5,385,056,243","98,794,030,354","931,735","9,302.49","3.99",
"2015/06/12","4,438,188,761","83,259,876,137","791,580","9,301.93","-0.56",
"2015/06/15","4,136,644,400","75,184,213,836","745,661","9,259.48","-42.45",
"2015/06/16","4,506,250,142","80,556,119,024","787,309","9,212.78","-46.70",
"2015/06/17","5,035,577,907","92,742,972,434","977,210","9,189.83","-22.95",
"2015/06/18","4,579,457,951","82,883,259,282","816,047","9,218.37","28.54",
"2015/06/22","4,879,223,517","90,752,557,215","849,903","9,341.77","123.40",
"2015/06/23","5,460,133,078","100,681,054,383","915,523","9,391.14","49.37",
"2015/06/24","4,657,385,690","79,465,282,353","771,485","9,397.31","6.17",
"2015/06/25","5,302,137,304","103,241,406,305","899,982","9,476.34","79.03",
"2015/06/26","4,405,168,765","84,629,026,683","769,950","9,462.57","-13.77",
"2015/06/29","4,934,402,131","94,229,683,869","871,714","9,236.10","-226.47",
"2015/06/30","4,683,208,727","92,660,601,731","793,566","9,323.02","86.92",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

