"2015/05 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2015/05/04","5,334,499,660","99,034,716,478","869,764","9,845.04","24.99",
"2015/05/05","5,211,353,324","91,994,839,945","860,619","9,820.13","-24.91",
"2015/05/06","5,746,814,596","97,732,148,575","946,704","9,818.20","-1.93",
"2015/05/07","5,892,695,684","95,421,536,820","902,452","9,704.11","-114.09",
"2015/05/08","4,908,798,351","84,710,933,655","811,827","9,692.00","-12.11",
"2015/05/11","5,667,335,113","96,227,341,183","940,750","9,663.72","-28.28",
"2015/05/12","5,224,330,646","89,236,771,933","897,301","9,680.73","17.01",
"2015/05/13","5,616,365,961","96,418,633,941","888,731","9,724.11","43.38",
"2015/05/14","5,719,427,936","99,001,312,038","954,625","9,610.83","-113.28",
"2015/05/15","4,901,351,828","84,261,005,908","821,524","9,579.48","-31.35",
"2015/05/18","5,186,520,947","93,428,094,923","879,330","9,606.10","26.62",
"2015/05/19","6,558,000,448","108,489,411,438","991,830","9,716.77","110.67",
"2015/05/20","6,006,601,853","98,669,954,428","963,295","9,685.31","-31.46",
"2015/05/21","5,495,831,940","96,794,500,127","943,980","9,578.56","-106.75",
"2015/05/22","5,692,444,036","99,773,167,463","914,718","9,638.80","60.24",
"2015/05/25","4,733,534,167","76,977,513,260","728,082","9,645.17","6.37",
"2015/05/26","5,040,137,033","79,860,039,334","779,123","9,669.41","24.24",
"2015/05/27","5,959,614,716","102,139,702,372","918,397","9,693.54","24.13",
"2015/05/28","6,343,828,755","115,389,625,857","997,356","9,712.84","19.30",
"2015/05/29","6,496,284,596","143,729,623,318","963,830","9,701.07","-11.77",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

