"2015/12 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2015/12/01","4,472,591,068","91,597,727,444","915,287","8,463.30","142.69",
"2015/12/02","4,638,307,839","90,849,304,176","931,784","8,457.40","-5.90",
"2015/12/03","4,456,284,258","81,879,390,003","878,865","8,456.06","-1.34",
"2015/12/04","4,023,683,559","82,371,605,416","865,863","8,398.60","-57.46",
"2015/12/07","4,093,597,146","89,104,532,996","823,210","8,454.27","55.67",
"2015/12/08","4,374,180,471","87,422,974,979","931,973","8,343.86","-110.41",
"2015/12/09","4,660,580,997","90,537,712,075","935,042","8,229.62","-114.24",
"2015/12/10","4,578,151,926","89,201,902,075","901,791","8,216.17","-13.45",
"2015/12/11","4,394,623,776","89,006,527,464","906,046","8,115.89","-100.28",
"2015/12/14","3,945,349,964","76,003,661,375","803,296","8,040.16","-75.73",
"2015/12/15","3,902,011,854","74,441,654,422","784,379","8,073.35","33.19",
"2015/12/16","4,592,907,964","89,590,060,978","865,608","8,184.66","111.31",
"2015/12/17","5,006,589,120","92,440,420,348","923,092","8,319.67","135.01",
"2015/12/18","4,300,834,791","84,513,449,675","793,505","8,257.32","-62.35",
"2015/12/21","4,648,276,722","78,362,770,442","820,957","8,282.17","24.85",
"2015/12/22","4,392,405,268","77,226,381,496","781,532","8,292.74","10.57",
"2015/12/23","4,533,440,802","74,614,133,395","808,935","8,315.70","22.96",
"2015/12/24","3,875,484,683","61,578,257,711","701,722","8,324.36","8.66",
"2015/12/25","2,699,121,219","40,256,202,300","502,166","8,363.28","38.92",
"2015/12/28","2,661,228,984","51,018,569,838","550,988","8,358.49","-4.79",
"2015/12/29","2,947,257,936","52,840,284,814","577,635","8,293.91","-64.58",
"2015/12/30","3,048,259,878","53,537,173,492","584,673","8,279.99","-13.92",
"2015/12/31","2,499,013,694","48,209,622,555","494,056","8,338.06","58.07",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

