"2017/05  Daily Trading Value/Volume of 6128 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2017/05/02","444,470","18,446,840","41.20","42.15","41.20","41.50","+0.30","24",
"2017/05/03","7,485","314,198","42.00","42.00","42.00","42.00","+0.50","12",
"2017/05/04","33,158","1,394,767","42.00","42.20","42.00","42.20","+0.20","20",
"2017/05/05","36,500","1,532,498","42.25","42.30","41.50","42.15","-0.05","29",
"2017/05/08","26,203","1,099,096","42.10","42.10","41.80","42.10","-0.05","15",
"2017/05/09","36,191","1,512,472","42.00","42.00","41.65","42.00","-0.10","27",
"2017/05/10","55,105","2,289,868","42.00","42.00","41.50","41.60","-0.40","26",
"2017/05/11","3,000","124,000","41.30","41.35","41.30","41.35","-0.25","3",
"2017/05/12","18,241","748,903","40.90","41.45","40.85","41.10","-0.25","17",
"2017/05/15","73,319","2,980,229","41.00","41.00","40.20","40.85","-0.25","52",
"2017/05/16","21,042","863,509","41.00","41.20","41.00","41.10","+0.25","11",
"2017/05/17","12,100","496,600","41.00","41.15","41.00","41.10"," 0.00","12",
"2017/05/18","11,159","457,434","41.10","41.10","40.90","40.90","-0.20","10",
"2017/05/19","16,000","654,250","40.80","40.90","40.80","40.90"," 0.00","11",
"2017/05/22","100,003","4,112,923","41.20","41.30","40.80","40.80","-0.10","53",
"2017/05/23","39,318","1,605,232","40.90","41.00","40.60","41.00","+0.20","33",
"2017/05/24","15,500","636,849","40.75","41.25","40.75","41.00"," 0.00","12",
"2017/05/25","32,000","1,312,350","41.10","41.15","40.85","41.00"," 0.00","24",
"2017/05/26","35,965","1,474,277","41.00","41.05","41.00","41.05","+0.05","18",
"2017/05/31","59,638","2,452,015","41.15","41.20","41.00","41.10","+0.05","33",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

