"2024/04  Daily Trading Value/Volume of 2412 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2024/04/01","5,398,730","682,088,930","126.00","127.00","125.50","126.50","+0.50","3,357",
"2024/04/02","9,063,575","1,148,734,894","126.50","127.00","126.00","126.50"," 0.00","4,852",
"2024/04/03","11,572,754","1,453,828,146","126.50","126.50","125.00","125.00","-1.50","5,760",
"2024/04/08","8,615,029","1,086,423,181","125.00","126.50","125.00","126.50","+1.50","4,963",
"2024/04/09","4,329,268","544,664,186","126.00","126.50","125.50","125.50","-1.00","2,684",
"2024/04/10","5,385,898","677,596,932","125.50","126.00","125.50","126.00","+0.50","2,861",
"2024/04/11","8,750,782","1,102,233,226","125.50","126.50","125.00","126.50","+0.50","4,718",
"2024/04/12","7,038,841","885,293,482","125.50","126.50","125.50","125.50","-1.00","3,825",
"2024/04/15","8,618,090","1,086,315,615","125.50","126.50","125.50","126.00","+0.50","4,472",
"2024/04/16","15,012,320","1,875,782,643","125.50","126.00","124.00","124.50","-1.50","7,469",
"2024/04/17","14,243,095","1,766,212,280","125.00","125.00","123.50","123.50","-1.00","7,418",
"2024/04/18","11,558,960","1,434,644,127","123.50","124.50","123.00","124.00","+0.50","4,279",
"2024/04/19","17,936,520","2,206,893,907","123.50","124.00","122.50","123.00","-1.00","9,141",
"2024/04/22","15,744,405","1,967,155,032","123.50","125.50","123.00","125.50","+2.50","6,504",
"2024/04/23","11,701,907","1,468,354,770","125.50","126.00","125.00","125.00","-0.50","5,072",
"2024/04/24","13,693,974","1,709,757,617","125.50","126.00","124.00","124.50","-0.50","5,941",
"2024/04/25","11,325,897","1,402,684,792","125.00","125.00","123.50","123.50","-1.00","5,047",
"2024/04/26","4,395,913","544,460,168","123.50","124.50","123.50","123.50"," 0.00","2,842",
"2024/04/29","7,472,825","931,865,654","124.00","125.50","124.00","124.50","+1.00","3,868",
"2024/04/30","7,351,741","912,616,787","124.50","125.00","124.00","124.00","-0.50","3,545",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

