"2021/01  Daily Trading Value/Volume of 1477 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2021/01/04","984,295","189,304,902","191.50","194.00","191.50","193.00","+1.50","866",
"2021/01/05","1,360,043","259,179,794","191.50","192.50","189.50","190.00","-3.00","1,097",
"2021/01/06","3,044,534","567,446,608","190.00","190.00","183.50","185.50","-4.50","2,597",
"2021/01/07","1,578,980","298,115,984","187.00","190.50","186.00","190.50","+5.00","1,367",
"2021/01/08","1,335,569","254,792,409","190.00","192.00","189.50","191.00","+0.50","988",
"2021/01/11","1,001,594","190,369,137","191.00","192.00","188.50","190.50","-0.50","632",
"2021/01/12","3,036,250","593,319,210","192.00","197.50","191.50","194.50","+4.00","2,368",
"2021/01/13","1,723,935","336,594,579","197.00","198.50","193.50","194.50"," 0.00","1,249",
"2021/01/14","2,448,941","483,950,195","196.00","200.00","195.00","196.00","+1.50","1,861",
"2021/01/15","1,505,645","294,072,721","196.00","199.00","193.00","193.50","-2.50","1,092",
"2021/01/18","1,964,684","382,190,782","193.50","197.00","191.50","196.50","+3.00","1,514",
"2021/01/19","2,837,852","548,859,160","195.00","196.00","191.00","194.50","-2.00","1,959",
"2021/01/20","4,288,022","851,664,845","196.50","200.50","195.50","200.00","+5.50","3,118",
"2021/01/21","2,274,748","454,419,165","200.50","203.00","197.00","199.00","-1.00","1,882",
"2021/01/22","2,371,649","473,210,322","200.00","201.00","195.50","200.50","+1.50","1,891",
"2021/01/25","1,268,757","248,247,824","200.00","200.00","193.50","195.00","X0.00","1,057",
"2021/01/26","1,066,919","208,829,300","195.00","197.50","194.00","196.50","+1.50","969",
"2021/01/27","1,090,863","212,626,649","197.00","197.50","193.50","195.00","-1.50","938",
"2021/01/28","1,366,765","262,384,334","192.50","195.00","190.50","190.50","-4.50","995",
"2021/01/29","987,476","187,302,477","191.00","193.00","187.50","188.00","-2.50","856",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

