"2015/03  Daily Trading Value/Volume of 6128 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2015/03/02","46,219","1,599,771","34.80","34.80","34.50","34.80","+0.10","25",
"2015/03/03","9,136","318,219","34.90","34.90","34.70","34.70","-0.10","9",
"2015/03/04","30,528","1,057,339","34.70","34.70","34.60","34.70"," 0.00","22",
"2015/03/05","27,364","948,894","34.80","34.90","34.60","34.60","-0.10","23",
"2015/03/06","17,003","591,255","34.70","34.85","34.70","34.80","+0.20","17",
"2015/03/09","17,068","594,966","34.80","34.90","34.80","34.80"," 0.00","13",
"2015/03/10","13,544","472,425","34.80","35.00","34.80","34.90","+0.10","14",
"2015/03/11","46,024","1,598,682","34.70","34.90","34.70","34.70","-0.20","30",
"2015/03/12","42,519","1,476,405","34.70","34.90","34.70","34.85","+0.15","18",
"2015/03/13","48,544","1,693,417","35.00","35.00","34.75","34.85"," 0.00","27",
"2015/03/16","66,622","2,328,370","35.00","35.10","34.85","35.00","+0.15","42",
"2015/03/17","41,286","1,442,601","35.10","35.10","34.80","34.90","-0.10","26",
"2015/03/18","50,090","1,751,960","34.95","35.00","34.95","34.95","+0.05","34",
"2015/03/19","86,073","3,010,477","35.00","35.10","34.90","35.00","+0.05","53",
"2015/03/20","43,445","1,521,056","35.00","35.10","34.85","34.95","-0.05","33",
"2015/03/23","894,012","33,288,434","36.95","37.35","36.80","37.35","+2.40","411",
"2015/03/24","485,718","18,045,357","37.00","37.70","36.80","37.10","-0.25","339",
"2015/03/25","161,648","5,940,648","36.70","37.00","36.50","36.70","-0.40","140",
"2015/03/26","133,300","4,875,776","36.55","36.90","36.25","36.60","-0.10","99",
"2015/03/27","55,110","2,018,520","36.60","36.75","36.50","36.65","+0.05","47",
"2015/03/30","74,280","2,734,822","36.65","37.00","36.65","36.75","+0.10","78",
"2015/03/31","153,198","5,587,492","36.75","36.75","36.30","36.35","-0.40","89",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

