"2015/05  Daily Trading Value/Volume of 6128 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2015/05/04","42,170","1,559,799","37.10","37.10","36.95","37.00","-0.20","22",
"2015/05/05","32,076","1,191,273","37.00","37.35","37.00","37.20","+0.20","29",
"2015/05/06","42,000","1,559,550","37.05","37.20","37.05","37.20"," 0.00","22",
"2015/05/07","55,341","2,061,170","37.20","37.40","37.10","37.30","+0.10","43",
"2015/05/08","41,082","1,526,854","37.20","37.25","37.05","37.25","-0.05","21",
"2015/05/11","103,002","3,840,674","37.25","37.45","37.10","37.25"," 0.00","65",
"2015/05/12","67,281","2,508,079","37.45","37.45","37.00","37.30","+0.05","49",
"2015/05/13","47,159","1,751,296","37.00","37.30","37.00","37.05","-0.25","28",
"2015/05/14","47,007","1,741,759","37.05","37.20","37.00","37.00","-0.05","33",
"2015/05/15","103,076","3,764,079","36.90","37.00","36.20","36.60","-0.40","56",
"2015/05/18","16,616","609,042","36.60","36.80","36.55","36.60"," 0.00","19",
"2015/05/19","17,025","621,710","36.60","36.60","36.35","36.50","-0.10","18",
"2015/05/20","59,564","2,165,521","36.50","36.50","36.30","36.30","-0.20","58",
"2015/05/21","65,613","2,354,628","36.30","36.30","35.80","35.85","-0.45","47",
"2015/05/22","60,627","2,172,326","35.80","36.00","35.75","35.90","+0.05","43",
"2015/05/25","15,132","543,904","35.90","36.15","35.90","36.00","+0.10","13",
"2015/05/26","63,150","2,305,027","36.50","36.80","36.00","36.80","+0.80","36",
"2015/05/27","10,005","366,183","36.05","36.85","36.05","36.75","-0.05","11",
"2015/05/28","17,339","626,757","34.25","36.75","34.25","36.70","-0.05","21",
"2015/05/29","16,018","586,008","36.75","36.75","36.50","36.60","-0.10","13",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."

