"2025/05  Daily Trading Value/Volume of 2412 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2025/05/02","9,213,877","1,183,376,043","129.50","129.50","128.00","128.50","-1.00","5,256",
"2025/05/05","12,195,175","1,575,013,034","129.00","129.50","128.50","129.50","+1.00","4,943",
"2025/05/06","18,341,108","2,385,556,684","129.50","130.50","129.50","130.00","+0.50","7,161",
"2025/05/07","15,242,178","1,991,509,841","130.50","131.00","130.00","131.00","+1.00","5,466",
"2025/05/08","8,336,258","1,084,725,741","131.00","131.00","129.50","129.50","-1.50","2,965",
"2025/05/09","10,652,384","1,386,717,036","129.50","131.00","129.00","131.00","+1.50","5,271",
"2025/05/12","8,339,676","1,090,456,517","131.00","131.00","130.00","131.00"," 0.00","4,096",
"2025/05/13","8,793,922","1,144,665,530","130.00","131.00","130.00","130.00","-1.00","3,849",
"2025/05/14","13,276,914","1,718,816,653","130.50","130.50","129.00","129.50","-0.50","7,177",
"2025/05/15","11,032,044","1,439,276,988","129.50","131.00","129.00","131.00","+1.50","5,651",
"2025/05/16","6,692,420","877,326,314","131.00","131.50","130.50","131.00"," 0.00","2,942",
"2025/05/19","6,851,528","898,356,409","131.00","131.50","130.50","131.00"," 0.00","2,921",
"2025/05/20","10,512,474","1,384,395,080","131.50","132.00","131.50","131.50","+0.50","4,852",
"2025/05/21","9,099,804","1,200,524,389","132.00","132.50","131.50","132.50","+1.00","5,026",
"2025/05/22","11,357,970","1,507,842,106","132.00","133.00","132.00","133.00","+0.50","6,209",
"2025/05/23","5,551,099","737,306,184","133.00","133.00","132.00","133.00"," 0.00","2,977",
"2025/05/26","9,775,428","1,297,242,197","133.00","133.00","132.00","133.00"," 0.00","5,386",
"2025/05/27","13,014,563","1,719,420,352","133.00","133.00","131.50","131.50","-1.50","5,308",
"2025/05/28","12,822,050","1,687,758,485","131.50","132.50","131.00","132.00","+0.50","6,362",
"2025/05/29","31,870,641","4,145,048,515","132.50","132.50","129.50","129.50","-2.50","9,333",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

