"2018/08 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2018/08/01","5,996,017,371","145,469,717,117","1,019,958","11,098.13","40.62",
"2018/08/02","6,199,124,933","142,253,008,917","1,083,246","10,929.77","-168.36",
"2018/08/03","4,935,006,119","137,475,362,373","953,146","11,012.43","82.66",
"2018/08/06","5,237,227,569","116,686,424,534","919,883","11,024.10","11.67",
"2018/08/07","5,150,225,796","120,856,104,973","930,272","10,983.44","-40.66",
"2018/08/08","5,558,289,226","142,566,416,296","997,166","11,075.25","91.81",
"2018/08/09","5,319,750,759","126,556,723,211","919,167","11,028.07","-47.18",
"2018/08/10","5,009,261,499","125,593,948,863","961,057","10,983.68","-44.39",
"2018/08/13","6,399,194,482","159,608,935,298","1,302,649","10,748.92","-234.76",
"2018/08/14","5,398,052,266","138,415,095,636","1,042,601","10,824.23","75.31",
"2018/08/15","5,519,384,107","135,552,390,487","1,144,742","10,716.75","-107.48",
"2018/08/16","5,550,144,713","141,685,591,445","1,098,522","10,683.90","-32.85",
"2018/08/17","4,989,296,065","128,279,832,707","968,410","10,690.96","7.06",
"2018/08/20","4,629,729,381","114,720,456,178","927,796","10,699.05","8.09",
"2018/08/21","4,727,595,568","113,743,078,911","905,699","10,792.20","93.15",
"2018/08/22","4,728,591,327","98,684,270,435","873,111","10,804.20","12.00",
"2018/08/23","4,769,725,906","101,167,446,855","886,357","10,863.13","58.93",
"2018/08/24","4,249,499,478","97,695,889,124","814,429","10,809.35","-53.78",
"2018/08/27","4,313,459,806","106,200,531,282","849,879","10,902.21","92.86",
"2018/08/28","4,739,152,956","129,737,861,922","930,690","10,989.55","87.34",
"2018/08/29","4,557,454,639","120,526,738,237","904,362","11,099.57","110.02",
"2018/08/30","4,462,463,812","115,793,123,442","906,323","11,093.75","-5.82",
"2018/08/31","4,458,244,404","121,926,331,616","847,882","11,063.94","-29.81",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

