"2017/08 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2017/08/01","5,390,357,272","113,018,512,829","950,358","10,437.29","9.96",
"2017/08/02","5,537,089,480","124,516,201,982","982,034","10,519.27","81.98",
"2017/08/03","5,014,480,467","110,863,019,149","911,308","10,469.88","-49.39",
"2017/08/04","5,216,082,839","114,387,448,635","975,513","10,506.56","36.68",
"2017/08/07","5,672,576,274","128,044,126,607","1,039,179","10,579.38","72.82",
"2017/08/08","5,985,191,067","134,259,290,983","1,104,055","10,568.97","-10.41",
"2017/08/09","5,456,480,435","112,648,284,298","978,770","10,470.38","-98.59",
"2017/08/10","6,392,060,155","137,041,278,806","1,133,168","10,329.74","-140.64",
"2017/08/11","5,864,918,084","123,089,498,180","933,305","10,329.57","-0.17",
"2017/08/14","5,432,947,274","108,746,597,780","981,001","10,225.28","-104.29",
"2017/08/15","5,054,840,403","95,342,619,979","852,563","10,311.16","85.88",
"2017/08/16","5,191,539,359","100,488,470,486","988,309","10,290.39","-20.77",
"2017/08/17","5,616,791,323","98,969,617,234","950,161","10,369.37","78.98",
"2017/08/18","5,044,204,395","90,157,457,050","895,113","10,321.33","-48.04",
"2017/08/21","4,578,949,234","86,463,292,778","858,810","10,326.39","5.06",
"2017/08/22","5,549,157,467","110,914,846,960","1,002,180","10,392.07","65.68",
"2017/08/23","5,641,405,263","117,047,625,377","1,042,119","10,406.81","14.74",
"2017/08/24","5,808,139,755","117,767,099,473","1,037,836","10,488.96","82.15",
"2017/08/25","6,024,909,572","121,552,932,876","1,093,091","10,515.51","26.55",
"2017/08/28","5,890,372,644","114,730,302,268","1,040,947","10,525.98","10.47",
"2017/08/29","5,814,380,272","108,694,251,208","1,027,443","10,496.57","-29.41",
"2017/08/30","5,901,288,169","121,497,579,637","1,083,348","10,569.40","72.83",
"2017/08/31","5,945,548,107","129,488,500,165","1,068,561","10,585.78","16.38",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

