"2017/01 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2017/01/03","2,490,220,049","46,113,898,863","502,365","9,272.88","19.38",
"2017/01/04","2,902,225,383","57,298,745,336","617,387","9,286.96","14.08",
"2017/01/05","3,925,580,780","77,570,633,083","759,123","9,358.14","71.18",
"2017/01/06","3,607,840,930","70,913,380,389","722,508","9,372.22","14.08",
"2017/01/09","3,551,476,599","64,708,958,882","684,113","9,342.42","-29.80",
"2017/01/10","3,289,324,247","60,598,143,249","637,034","9,349.64","7.22",
"2017/01/11","3,680,625,074","73,941,460,978","744,387","9,345.74","-3.90",
"2017/01/12","3,771,167,251","77,843,540,798","770,008","9,410.18","64.44",
"2017/01/13","3,293,064,718","72,909,568,901","649,509","9,378.83","-31.35",
"2017/01/16","3,066,709,541","58,354,654,137","611,380","9,292.33","-86.50",
"2017/01/17","3,052,796,892","58,879,214,644","607,637","9,354.53","62.20",
"2017/01/18","3,744,987,831","77,677,598,664","793,392","9,341.97","-12.56",
"2017/01/19","3,614,825,738","81,677,909,780","769,639","9,318.12","-23.85",
"2017/01/20","3,098,080,735","72,733,394,069","663,036","9,331.46","13.34",
"2017/01/23","3,219,340,160","78,442,540,687","700,799","9,424.05","92.59",
"2017/01/24","3,362,191,880","90,355,629,176","776,056","9,447.95","23.90",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

