"2023/06  Daily Trading Value/Volume of 1473 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2023/06/01","171,467","4,047,464","23.60","23.70","23.40","23.55","-0.05","109",
"2023/06/02","174,129","4,106,400","23.55","23.70","23.50","23.55"," 0.00","77",
"2023/06/05","52,092","1,235,633","23.55","23.90","23.55","23.75","+0.20","79",
"2023/06/06","76,876","1,831,734","23.95","23.95","23.70","23.90","+0.15","76",
"2023/06/07","148,841","3,595,479","24.10","24.25","24.10","24.20","+0.30","90",
"2023/06/08","82,979","2,007,626","24.20","24.40","24.05","24.20"," 0.00","65",
"2023/06/09","150,907","3,647,980","24.20","24.45","24.10","24.25","+0.05","113",
"2023/06/12","90,494","2,152,056","23.70","24.15","23.70","23.70","-0.55","84",
"2023/06/13","101,736","2,431,358","24.00","24.10","23.85","23.85","+0.15","42",
"2023/06/14","342,122","8,205,506","23.85","24.30","23.80","24.20","+0.35","118",
"2023/06/15","499,834","12,277,764","24.25","25.00","24.00","24.90","+0.70","287",
"2023/06/16","267,866","6,719,200","25.10","25.35","24.85","24.90"," 0.00","167",
"2023/06/19","193,552","4,838,614","24.95","25.20","24.80","24.85","-0.05","188",
"2023/06/20","108,667","2,672,216","25.00","25.00","24.45","24.60","-0.25","86",
"2023/06/21","118,845","2,950,762","24.55","25.00","24.55","25.00","+0.40","109",
"2023/06/26","62,847","1,562,553","25.05","25.10","24.70","24.95","-0.05","66",
"2023/06/27","63,661","1,579,152","24.95","25.00","24.60","24.65","-0.30","67",
"2023/06/28","161,887","4,000,703","24.65","24.90","24.50","24.75","+0.10","122",
"2023/06/29","31,575","781,856","24.85","24.90","24.60","24.75"," 0.00","37",
"2023/06/30","54,387","1,338,633","24.65","24.80","24.50","24.80","+0.05","44",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

