"2023/03  Daily Trading Value/Volume of 1473 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2023/03/01","1,350,035","36,433,823","26.65","27.30","26.55","26.95","+0.70","632",
"2023/03/02","575,277","15,708,155","27.00","27.45","27.00","27.45","+0.50","582",
"2023/03/03","408,785","11,183,073","27.55","27.65","27.15","27.30","-0.15","301",
"2023/03/06","615,615","16,420,834","27.50","27.50","26.20","26.70","-0.60","405",
"2023/03/07","261,106","7,023,243","26.60","27.10","26.60","26.80","+0.10","196",
"2023/03/08","229,926","6,111,790","26.80","26.80","26.50","26.50","-0.30","181",
"2023/03/09","418,456","11,012,485","26.50","26.75","26.00","26.30","-0.20","250",
"2023/03/10","624,996","16,020,120","26.30","26.30","25.40","25.75","-0.55","396",
"2023/03/13","1,032,884","24,968,220","25.10","25.20","23.40","24.00","-1.75","508",
"2023/03/14","258,924","6,212,139","24.30","24.30","23.80","24.00"," 0.00","220",
"2023/03/15","279,508","6,672,815","24.20","24.20","23.70","23.95","-0.05","171",
"2023/03/16","346,679","8,054,540","23.70","23.70","22.95","23.10","-0.85","322",
"2023/03/17","170,799","4,021,059","23.15","23.80","23.15","23.65","+0.55","157",
"2023/03/20","114,349","2,735,015","23.70","24.25","23.55","24.10","+0.45","116",
"2023/03/21","267,903","6,568,706","24.10","24.75","24.10","24.60","+0.50","158",
"2023/03/22","665,572","15,927,588","24.70","24.70","23.65","23.95","-0.65","453",
"2023/03/23","146,747","3,473,857","24.20","24.20","23.55","23.60","-0.35","100",
"2023/03/24","388,626","9,060,269","23.60","23.70","23.00","23.70","+0.10","302",
"2023/03/27","416,863","9,931,575","23.70","24.35","23.55","23.75","+0.05","270",
"2023/03/28","516,200","12,317,486","23.65","24.10","23.65","24.00","+0.25","238",
"2023/03/29","397,411","9,764,440","24.10","24.80","24.10","24.70","+0.70","283",
"2023/03/30","231,457","5,636,730","24.80","24.80","24.15","24.15","-0.55","237",
"2023/03/31","277,958","6,670,001","24.35","24.40","23.80","24.40","+0.25","190",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

