"2019/09  Daily Trading Value/Volume of 1477 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2019/09/02","761,159","141,193,915","186.50","187.00","183.50","185.00"," 0.00","593",
"2019/09/03","615,073","113,224,786","185.50","186.50","182.50","182.50","-2.50","477",
"2019/09/04","1,015,188","185,309,300","182.50","184.50","181.00","182.50"," 0.00","875",
"2019/09/05","2,619,893","475,399,181","185.00","185.50","179.50","180.00","-2.50","2,195",
"2019/09/06","2,781,494","493,270,676","180.00","180.50","176.00","176.50","-3.50","2,073",
"2019/09/09","1,744,230","306,465,980","176.00","176.50","175.00","175.00","-1.50","1,252",
"2019/09/10","1,121,425","196,476,300","174.50","176.50","174.00","176.00","+1.00","992",
"2019/09/11","2,250,961","397,007,136","176.00","178.00","175.50","175.50","-0.50","1,384",
"2019/09/12","1,687,004","296,944,216","176.00","178.00","174.00","178.00","+2.50","1,212",
"2019/09/16","2,583,686","452,694,386","178.00","178.00","173.00","174.50","-3.50","1,780",
"2019/09/17","3,029,721","520,147,642","174.50","175.50","170.50","170.50","-4.00","2,299",
"2019/09/18","2,348,540","408,518,724","171.00","176.00","171.00","173.50","+3.00","1,852",
"2019/09/19","1,306,642","229,882,164","174.50","177.00","174.00","175.50","+2.00","1,029",
"2019/09/20","3,889,212","677,964,777","177.00","178.50","171.50","171.50","-4.00","2,909",
"2019/09/23","1,854,659","323,327,325","173.00","175.50","173.00","174.00","+2.50","1,636",
"2019/09/24","1,688,509","295,585,593","174.50","177.00","173.50","177.00","+3.00","1,206",
"2019/09/25","2,468,215","434,796,340","175.50","178.00","174.00","175.50","-1.50","1,774",
"2019/09/26","3,752,711","643,258,581","175.00","175.00","170.00","170.00","-5.50","2,870",
"2019/09/27","3,690,876","609,839,416","169.00","169.50","163.00","164.50","-5.50","2,725",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

